,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
175,"Smarsh Inc., MobileGuard, LLC, Actiance, Inc. and Skywalker TopCo, LLC",SaaS based communication archival service provider,First lien senior secured loan ($13.3 par due 11/2025),9.25% (Libor + 8.25%/Q),11/20/2020,13.3,13.2
176,"Smarsh Inc., MobileGuard, LLC, Actiance, Inc. and Skywalker TopCo, LLC",SaaS based communication archival service provider,"Common units (1,432,835 units)",0,11/20/2020,4.8,5.0
178,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",0,1/13/2016,0.0,0.0
179,"Sophia, L.P.",Provider of ERP software and services for higher education institutions,Second lien senior secured loan ($105.9 par due 10/2028),9.00% (Libor + 8.00%/Q),10/7/2020,105.9,104.9
180,SoundCloud Limited,"Platform for receiving, sending, and distributing music","Common stock (73,422 shares)",0,8/15/2017,0.4,0.7
181,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,First lien senior secured revolving loan ($1.2 par due 4/2023),6.75% (Base Rate + 3.50%/Q),4/13/2018,1.2,1.2
182,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,First lien senior secured loan ($1.2 par due 4/2024),6.75% (Base Rate + 3.50%/Q),5/6/2020,1.2,1.2
183,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($6.1 par due 4/2025),9.75% (Libor + 8.75%/M),4/13/2018,6.0,6.1
184,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($4.2 par due 4/2025),9.75% (Libor + 8.75%/M),8/31/2018,4.1,4.2
185,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($2.5 par due 4/2025),9.75% (Libor + 8.75%/M),7/1/2019,2.5,2.5
186,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($1.3 par due 4/2025),9.75% (Libor + 8.75%/M),7/1/2019,1.3,1.3
187,"SpareFoot, LLC (16)",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($1.1 par due 4/2025),9.75% (Libor + 8.75%/Q),5/6/2020,1.1,1.1
189,TCP Hawker Intermediate LLC (16),Workforce management solutions provider,First lien senior secured loan ($6.6 par due 8/2026),6.50% (Libor + 5.50%/Q),12/1/2020,6.6,6.6
190,TCP Hawker Intermediate LLC (16),Workforce management solutions provider,First lien senior secured loan ($35.1 par due 8/2026),6.50% (Libor + 5.50%/Q),8/30/2019,35.1,35.1
191,TCP Hawker Intermediate LLC (16),Workforce management solutions provider,First lien senior secured loan ($7.4 par due 8/2026),6.50% (Libor + 5.50%/Q),8/30/2019,7.4,7.4
193,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (16)",Provider of cloud based HCM solutions for businesses,First lien senior secured revolving loan,0,5/3/2019,0.0,0.0
194,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (16)",Provider of cloud based HCM solutions for businesses,Second lien senior secured loan ($136.9 par due 5/2027),8.11% (Libor + 8.00%/M),5/3/2019,136.9,136.9
195,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (16)",Provider of cloud based HCM solutions for businesses,"Limited partnership interests (12,583,556 interests)",0,5/3/2019,12.6,14.1
197,"Vela Trading Technologies, LLC (16)",Provider of market data software and content to global financial services clients,First lien senior secured revolving loan ($3.5 par due 6/2022),"9.00% (Libor + 7.75% Cash, 0.25% PIK/Q)",2/8/2018,3.5,3.5
199,"Vela Trading Technologies, LLC (16)",Provider of market data software and content to global financial services clients,First lien senior secured loan ($4.5 par due 6/2022),"11.00% (Libor + 7.50% Cash, 2.50% PIK/Q)",4/17/2018,4.5,4.5
201,Verscend Holding Corp. (16),Healthcare analytics solutions provider,First lien senior secured revolving loan,0,8/27/2018,0.0,0.0
202,"WebPT, Inc. (16)",Electronic medical record software provider,First lien senior secured loan ($48.1 par due 8/2024),7.75% (Libor + 6.75%/Q),8/28/2019,48.1,48.1
203,"Wellness AcquisitionCo, Inc. (16)","Provider of retail consumer insights and analytics for manufacturers and retailers in the natural, organic and specialty products industry",First lien senior secured loan ($18.9 par due 1/2027),6.75% (Libor + 5.75%/Q),1/20/2021,18.9,18.7
204,"Zemax Software Holdings, LLC (16)",Provider of optical illumination design software to design engineers,First lien senior secured revolving loan ($2.0 par due 6/2024),8.00% (Base Rate + 4.75%/Q),6/25/2018,2.0,2.0
205,"Zemax Software Holdings, LLC (16)",Provider of optical illumination design software to design engineers,First lien senior secured loan ($16.6 par due 6/2024),6.75% (Libor + 5.75%/Q),6/25/2018,16.6,16.6
209,"Absolute Dental Group LLC and Absolute Dental Equity, LLC (5)(16)",Dental services provider,First lien senior secured loan ($9.5 par due 9/2022),11.00% PIK (Libor + 10.00%/Q),1/5/2016,9.5,9.5
210,"Absolute Dental Group LLC and Absolute Dental Equity, LLC (5)(16)",Dental services provider,First lien senior secured loan ($16.9 par due 9/2022),11.00% PIK (Libor + 10.00%/Q),1/5/2016,16.9,16.9
211,"Absolute Dental Group LLC and Absolute Dental Equity, LLC (5)(16)",Dental services provider,"Class A preferred units (14,750,000 units)",0,1/5/2016,4.7,6.7
212,"Absolute Dental Group LLC and Absolute Dental Equity, LLC (5)(16)",Dental services provider,"Common units (7,200,000 units)",0,1/5/2016,0.0,0.0
214,"ADCS Billings Intermediate Holdings, LLC (16)",Dermatology practice,First lien senior secured revolving loan ($4.8 par due 5/2022),6.75% (Libor + 5.75%/Q),5/18/2016,4.8,4.8
215,"ADG, LLC and RC IV GEDC Investor LLC (16)",Dental services provider,First lien senior secured revolving loan ($6.8 par due 9/2022),"7.50% (Base Rate + 1.50% Cash, 2.75% PIK/M)",9/28/2016,6.8,6.2
216,"ADG, LLC and RC IV GEDC Investor LLC (16)",Dental services provider,Second lien senior secured loan ($106.2 par due 3/2024),0,9/28/2016,89.0,86.0
217,"ADG, LLC and RC IV GEDC Investor LLC (16)",Dental services provider,"Membership units (3,000,000 units)",0,9/28/2016,3.0,0.0
219,"Alteon Health, LLC",Provider of physician management services,First lien senior secured loan ($2.8 par due 9/2023),7.50% (Libor + 6.50%/Q),5/15/2017,2.8,2.4
220,"Athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (16)",Revenue cycle management provider to the physician practices and acute care hospitals,Class A interests (0.39% interest),0,2/11/2019,9.0,17.0
221,"Bearcat Buyer, Inc. and Bearcat Parent, Inc. (16)",Provider of central institutional review boards over clinical trials,Second lien senior secured loan ($64.2 par due 7/2027),9.25% (Libor + 8.25%/Q),7/9/2019,64.2,64.2
222,"Bearcat Buyer, Inc. and Bearcat Parent, Inc. (16)",Provider of central institutional review boards over clinical trials,Second lien senior secured loan ($5.3 par due 7/2027),9.25% (Libor + 8.25%/Q),7/9/2019,5.3,5.3
223,"Bearcat Buyer, Inc. and Bearcat Parent, Inc. (16)",Provider of central institutional review boards over clinical trials,Second lien senior secured loan ($12.7 par due 7/2027),9.25% (Libor + 8.25%/Q),9/10/2019,12.7,12.7
224,"Bearcat Buyer, Inc. and Bearcat Parent, Inc. (16)",Provider of central institutional review boards over clinical trials,"Class B common units (4,211 units)",0,7/9/2019,4.2,9.2
226,"CCS-CMGC Holdings, Inc. (16)",Correctional facility healthcare operator,First lien senior secured revolving loan,0,10/1/2018,0.0,0.0
227,"CCS-CMGC Holdings, Inc. (16)",Correctional facility healthcare operator,First lien senior secured loan ($34.2 par due 10/2025),5.61% (Libor + 5.50%/M),9/25/2018,34.0,33.5
229,"Center for Autism and Related Disorders, LLC (16)",Autism treatment and services provider specializing in applied behavior analysis therapy,First lien senior secured revolving loan ($7.5 par due 11/2023),4.68% (Libor + 4.50%/Q),11/21/2018,7.5,7.1
231,"Comprehensive EyeCare Partners, LLC (16)",Vision care practice management company,First lien senior secured revolving loan ($1.3 par due 2/2024),7.00% (Libor + 5.75%/Q),2/14/2018,1.3,1.3
232,"Comprehensive EyeCare Partners, LLC (16)",Vision care practice management company,First lien senior secured loan ($5.3 par due 2/2024),7.00% (Libor + 5.75%/Q),2/14/2018,5.3,5.3
233,"Comprehensive EyeCare Partners, LLC (16)",Vision care practice management company,First lien senior secured loan ($1.0 par due 2/2024),8.00% (Base Rate + 4.75%/Q),2/14/2018,1.0,1.0
234,"Comprehensive EyeCare Partners, LLC (16)",Vision care practice management company,First lien senior secured loan ($2.7 par due 2/2024),7.00% (Libor + 5.75%/Q),2/14/2018,2.7,2.7
236,"Convey Health Solutions, Inc.",Healthcare workforce management software provider,First lien senior secured loan ($3.1 par due 9/2026),7.00% (Libor + 6.00%/Q),9/4/2019,3.1,3.1
237,"Convey Health Solutions, Inc.",Healthcare workforce management software provider,First lien senior secured loan ($2.3 par due 9/2026),10.00% (Libor + 9.00%/B),4/8/2020,2.3,2.3
238,"Convey Health Solutions, Inc.",Healthcare workforce management software provider,First lien senior secured loan ($11.8 par due 9/2026),7.00% (Libor + 6.00%/Q),2/12/2021,11.8,11.8
240,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC (16)",Veterinary hospital operator,First lien senior secured revolving loan,0,10/31/2019,0.0,0.0
241,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC (16)",Veterinary hospital operator,First lien senior secured loan ($53.1 par due 10/2025),6.75% (Libor + 5.75%/Q),10/31/2019,53.1,53.1
242,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC (16)",Veterinary hospital operator,First lien senior secured loan ($31.3 par due 10/2025),6.75% (Libor + 5.75%/Q),10/31/2019,31.3,31.3
243,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC (16)",Veterinary hospital operator,"Common stock (32,429 shares)",0,10/31/2019,10.0,13.1
245,"D4C Dental Brands HoldCo, Inc. and Bambino Group Holdings, LLC",Dental services provider,"Class A preferred units (1,000,000 units)",0,12/21/2016,1.0,0.4
246,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,Second lien senior secured loan ($34.5 par due 6/2025),9.00% (Libor + 8.00%/M),6/30/2017,34.3,34.8
247,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,Second lien senior secured loan ($55.0 par due 6/2025),9.00% (Libor + 8.00%/M),1/13/2020,55.0,55.3
248,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,"Series A preferred stock (110,425 shares)",11.75% PIK (Libor + 10.75%/Q),6/30/2017,171.8,171.8
249,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC",On-demand supply chain automation solutions provider to the healthcare industry,"Class A units (14,013,303 units)",0,6/30/2017,14.0,16.9
251,"Global Medical Response, Inc.",Emergency air medical services provider,Senior subordinated loan ($145.1 par due 3/2026),8.88% (Libor + 7.88%/Q),3/14/2018,145.1,145.1
252,"Global Medical Response, Inc.",Emergency air medical services provider,"Warrant to purchase up to 115,733 units of common stock (expires 3/2028)",0,3/14/2018,0.9,2.1
254,"HealthEdge Software, Inc. (16)","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured revolving loan ($1.3 par due 4/2026),7.25% (Libor + 6.25%/Q),4/9/2020,1.2,1.3
255,"HealthEdge Software, Inc. (16)","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured loan ($3.7 par due 4/2026),7.25% (Libor + 6.25%/Q),4/9/2020,3.7,3.7
256,"HealthEdge Software, Inc. (16)","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured loan ($10.7 par due 4/2026),7.25% (Libor + 6.25%/Q),4/9/2020,10.7,10.7
257,"HealthEdge Software, Inc. (16)","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured loan ($47.5 par due 4/2026),7.25% (Libor + 6.25%/Q),12/16/2020,47.5,47.5
259,"JDC Healthcare Management, LLC (16)",Dental services provider,First lien senior secured revolving loan ($3.3 par due 4/2022),0,4/10/2017,3.0,2.5
260,"JDC Healthcare Management, LLC (16)",Dental services provider,First lien senior secured loan ($30.6 par due 4/2023),0,4/10/2017,27.9,23.5
261,"JDC Healthcare Management, LLC (16)",Dental services provider,First lien senior secured loan ($4.3 par due 4/2023),0,4/10/2017,3.9,3.3
263,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (16)",Provider of behavioral health services,First lien senior secured revolving loan ($0.2 par due 3/2022),"6.00% (Libor + 4.00% Cash, 1.00% PIK/Q)",3/17/2017,0.2,0.2
265,LivaNova USA Inc.,Medical device company focused on treating cardiovascular and neurological diseases,First lien senior secured loan ($42.5 par due 6/2025),7.50% (Libor + 6.50%/Q),6/10/2020,42.5,42.5
266,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,First lien senior secured loan ($112.7 par due 7/2021),8.50% (Libor + 7.00%/M),7/26/2017,112.7,112.7
267,"MCH Holdings, Inc. and MC Acquisition Holdings I, LLC",Healthcare professional provider,"Class A units (1,438,643 shares)",0,1/17/2014,1.5,1.2
269,"Minerva Surgical, Inc. (16)",Medical device company focused on women's health,First lien senior secured loan ($32.0 par due 12/2022),"11.50% (Libor + 3.50% Cash, 6.00% PIK/Q)",12/30/2019,31.3,32.0
270,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,Second lien senior secured loan ($72.8 par due 10/2023),12.00% PIK (Libor + 11.00%/Q),4/19/2016,72.8,67.0
271,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Senior preferred units (5,320 units)",8.00% PIK,6/29/2020,0.3,0.3
272,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Preferred units (1,842 units)",15.00% PIK,6/29/2020,0.1,0.1
273,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Class A units (25,277 units)",0,4/19/2016,2.5,0.8
275,NMN Holdings III Corp. and NMN Holdings LP (16),Provider of complex rehabilitation technology solutions for patients with mobility loss,"Partnership units (30,000 units)",0,11/13/2018,3.0,4.7
276,"NueHealth Performance, LLC (16)","Developer, builder and manager of specialty surgical hospitals and ambulatory surgery centers",First lien senior secured loan ($11.0 par due 9/2023),8.25% (Libor + 7.25%/M),9/27/2018,11.0,11.0
277,"NueHealth Performance, LLC (16)","Developer, builder and manager of specialty surgical hospitals and ambulatory surgery centers",First lien senior secured loan ($1.5 par due 9/2023),8.25% (Libor + 7.25%/M),9/27/2018,1.5,1.5
279,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (16)",Behavioral health and special education platform provider,First lien senior secured revolving loan ($10.1 par due 9/2024),"8.50% (Libor + 5.50% Cash, 2.00% PIK/Q)",9/24/2019,10.1,9.3
280,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (16)",Behavioral health and special education platform provider,First lien senior secured revolving loan ($0.1 par due 9/2024),"8.50% (Libor + 5.50% Cash, 2.00% PIK/Q)",12/17/2020,0.1,0.1
281,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (16)",Behavioral health and special education platform provider,First lien senior secured loan ($42.4 par due 9/2026),"8.50% (Libor + 5.50% Cash, 2.00% PIK/M)",9/24/2019,42.4,39.0
282,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (16)",Behavioral health and special education platform provider,First lien senior secured loan ($0.3 par due 9/2026),"8.50% (Libor + 5.50% Cash, 2.00% PIK/M)",12/31/2020,0.3,0.2
283,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (16)",Behavioral health and special education platform provider,"Class A common units (9,549,000 units)",0,9/24/2019,9.5,3.0
285,"OMH-HealthEdge Holdings, LLC","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured loan ($26.3 par due 10/2025),6.25% (Libor + 5.25%/Q),10/24/2019,26.3,26.3
286,"OMH-HealthEdge Holdings, LLC","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured loan ($15.5 par due 10/2025),6.25% (Libor + 5.25%/Q),3/10/2021,15.5,15.5
288,"OneSmile Intermediate, LLC",Dental services provider,Senior subordinated loan ($8.5 par due 10/2026),8.00% PIK,12/1/2020,8.5,7.2
289,"OSYS Holdings, LLC",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),0,11/21/2013,1.0,0.8
290,Pathway Vet Alliance LLC and Jedi Group Holdings LLC (16),Veterinary hospital operator,Second lien senior secured loan ($76.3 par due 3/2028),8.75% (Libor + 7.75%/M),3/31/2020,76.3,76.3
291,Pathway Vet Alliance LLC and Jedi Group Holdings LLC (16),Veterinary hospital operator,"Class R common units (6,004,768 units)",0,3/31/2020,6.0,9.0
293,"Performance Health Supply, Inc.",Distributor of rehabilitation supplies and equipment,Second lien senior secured loan ($87.7 par due 8/2023),11.50% PIK (Libor + 10.50%/Q),9/2/2015,87.1,87.7
294,PhyMED Management LLC,Provider of anesthesia services,Second lien senior secured loan ($51.2 par due 9/2022),"13.00% (Libor + 2.50% Cash, 9.50% PIK/Q)",12/18/2015,51.1,51.2
296,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (16),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,First lien senior secured revolving loan ($12.0 par due 7/2023),3.44% (Libor + 3.25%/Q),7/10/2018,12.0,12.0
297,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (16),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,First lien senior secured loan ($10.7 par due 7/2025),3.70% (Libor + 3.50%/Q),7/10/2018,10.7,10.7
298,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (16),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,Second lien senior secured loan ($67.1 par due 7/2026),7.70% (Libor + 7.50%/Q),7/10/2018,66.7,67.1
299,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (16),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,"Class A units (9,775 units)",0,7/10/2018,9.8,16.2
301,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock (expires 6/2022)",0,6/28/2012,0.0,0.0
302,"RTI Surgical, Inc. and Pioneer Surgical Technology, Inc. (16)","Manufacturer of biologic, metal and synthetic implants/devices",First lien senior secured loan ($38.0 par due 7/2026),8.25% (Libor + 6.75%/Q),7/20/2020,38.0,38.0
303,"SCSG EA Acquisition Company, Inc. (16)",Provider of outsourced clinical services to hospitals and health systems,First lien senior secured revolving loan,0,9/1/2017,0.0,0.0
304,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (16)",Outsourced anesthesia provider,First lien senior secured loan ($12.8 par due 3/2024),5.75% (Libor + 4.75%/Q),3/26/2018,12.8,10.5
305,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (16)",Outsourced anesthesia provider,"Common units (684,854 units)",0,3/26/2018,4.8,0.0
307,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (16)",Breast cancer screening provider,First lien senior secured loan ($7.0 par due 8/2024),7.00% (Libor + 6.25%/M),8/1/2018,7.0,7.0
308,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (16)",Breast cancer screening provider,First lien senior secured loan ($2.0 par due 8/2024),7.00% (Libor + 6.25%/M),9/25/2019,2.0,2.0
309,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (16)",Breast cancer screening provider,"Series A preferred stock (44,975 shares)",10.49% PIK (Libor + 10.25%/Q),8/1/2018,61.8,61.8
310,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (16)",Breast cancer screening provider,"Series A units (8,041 units)",0,8/1/2018,8.0,0.1
311,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (16)",Breast cancer screening provider,"Series B units (804,142 units)",0,8/1/2018,0.0,6.4
313,"Symplr Software Inc. and Symplr Software Intermediate Holdings, Inc. (16)",SaaS based healthcare compliance platform provider,Second lien senior secured loan ($53.5 par due 12/2028),8.63% (Libor + 7.88%/Q),12/22/2020,53.5,52.9
314,"Symplr Software Inc. and Symplr Software Intermediate Holdings, Inc. (16)",SaaS based healthcare compliance platform provider,"Series C preferred shares (75,939 shares)",11.00% PIK,12/22/2020,78.2,78.2
316,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (16)",Franchisor of private-pay home care for the elderly,First lien senior secured loan ($15.7 par due 4/2024),6.75% (Libor + 5.75%/Q),4/2/2018,15.7,15.7
317,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (16)",Franchisor of private-pay home care for the elderly,Common units (550 units),0,4/2/2018,0.6,0.9
319,"Teligent, Inc. (16)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($0.9 par due 12/2022),0,1/27/2021,0.9,0.5
320,"Teligent, Inc. (16)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($0.5 par due 12/2022),0,1/27/2021,0.5,0.3
321,"Teligent, Inc. (16)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($46.7 par due 12/2022),0,12/13/2018,45.5,28.0
322,"Teligent, Inc. (16)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($27.9 par due 12/2022),0,12/13/2018,26.9,16.8
323,"Teligent, Inc. (16)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products","Series D preferred stock (77,725 shares)",0,1/27/2021,0.0,0.0
324,"Teligent, Inc. (16)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products","Warrant to purchase up to 490,492 shares of common stock (expires 4/2025)",0,4/6/2020,0.0,0.0
325,"Teligent, Inc. (16)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products","Warrant to purchase up to 122,548 shares of common stock (expires 7/2025)",0,7/20/2020,0.0,0.0
327,"Touchstone Acquisition, Inc. and Touchstone Holding, L.P.","Manufacturer of consumable products in the dental, medical, cosmetic and consumer/industrial end-markets",First lien senior secured loan ($25.1 par due 11/2025),4.86% (Libor + 4.75%/M),11/15/2018,25.1,25.1
328,"Touchstone Acquisition, Inc. and Touchstone Holding, L.P.","Manufacturer of consumable products in the dental, medical, cosmetic and consumer/industrial end-markets",First lien senior secured loan ($11.1 par due 11/2025),4.86% (Libor + 4.75%/M),11/15/2018,11.1,11.1
330,"Touchstone Acquisition, Inc. and Touchstone Holding, L.P.","Manufacturer of consumable products in the dental, medical, cosmetic and consumer/industrial end-markets","Class A preferred units (2,149 units)",8.00% PIK,11/15/2018,2.6,2.6
332,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($71.8 par due 6/2025),8.25% (Libor + 7.25%/Q),6/16/2017,71.2,71.8
333,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC",Operator of urgent care clinics,"Preferred units (7,696,613 units)",0,6/11/2015,7.7,0.0
334,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC",Operator of urgent care clinics,"Series A common units (2,000,000 units)",0,6/11/2015,2.0,0.0
335,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC",Operator of urgent care clinics,"Series C common units (5,288,427 units)",0,6/11/2015,0.0,0.0
337,"Urology Management Associates, LLC and JWC/UMA Holdings, L.P.",Urology private practice,First lien senior secured loan ($9.6 par due 8/2024),6.00% (Libor + 5.00%/M),8/31/2018,9.5,9.6
338,"Urology Management Associates, LLC and JWC/UMA Holdings, L.P.",Urology private practice,Limited partnership interests (3.64% interest),0,8/31/2018,4.8,4.5
340,"Veterinary Practice Partners, LLC (16)",Veterinary hospital operator,First lien senior secured loan ($0.8 par due 1/2027),7.00% (Libor + 6.00%/Q),1/20/2021,0.8,0.8
341,"Veterinary Practice Partners, LLC (16)",Veterinary hospital operator,First lien senior secured loan ($23.8 par due 1/2027),7.00% (Libor + 6.00%/Q),1/20/2021,23.8,23.6
343,Project Ruby Ultimate Parent Corp.,Provider of care coordination and transition management software solutions,Second lien senior secured loan ($193.1 par due 3/2029),7.25% (Libor + 6.50%/Q),3/10/2021,193.1,191.1
344,WSHP FC Acquisition LLC (16),Provider of biospecimen products for pharma research,First lien senior secured revolving loan ($3.8 par due 3/2024),7.25% (Libor + 6.25%/Q),3/30/2018,3.8,3.8
345,WSHP FC Acquisition LLC (16),Provider of biospecimen products for pharma research,First lien senior secured loan ($27.8 par due 3/2024),7.25% (Libor + 6.25%/Q),3/30/2018,27.8,27.8
346,WSHP FC Acquisition LLC (16),Provider of biospecimen products for pharma research,First lien senior secured loan ($5.9 par due 3/2024),7.25% (Libor + 6.25%/Q),3/30/2018,5.9,5.9
347,WSHP FC Acquisition LLC (16),Provider of biospecimen products for pharma research,First lien senior secured loan ($4.6 par due 3/2024),7.25% (Libor + 6.25%/Q),2/11/2019,4.6,4.6
348,WSHP FC Acquisition LLC (16),Provider of biospecimen products for pharma research,First lien senior secured loan ($8.6 par due 3/2024),7.25% (Libor + 6.25%/Q),8/30/2019,8.6,8.6
349,WSHP FC Acquisition LLC (16),Provider of biospecimen products for pharma research,First lien senior secured loan ($10.9 par due 3/2024),7.25% (Libor + 6.25%/Q),10/31/2019,10.9,10.9
353,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (16),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,First lien senior secured revolving loan ($4.1 par due 5/2023),10.25% (Libor + 9.25%/Q),5/11/2018,4.1,3.9
354,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (16),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,"Class A common units (236,358 units)",0,5/11/2018,4.3,4.3
356,Aero Operating LLC,Provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan ($36.8 par due 2/2026),8.00% (Libor + 6.50%/M),2/7/2020,36.8,35.7
357,"AMCP Clean Intermediate, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured revolving loan,0,10/1/2018,0.0,0.0
358,"AMCP Clean Intermediate, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($1.4 par due 10/2024),7.25% (Libor + 6.25%/Q),7/31/2020,1.4,1.4
359,"AMCP Clean Intermediate, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($0.7 par due 10/2024),7.25% (Libor + 6.25%/Q),10/1/2020,0.7,0.7
360,"AMCP Clean Intermediate, LLC (16)",Provider of janitorial and facilities management services,First lien senior secured loan ($8.7 par due 10/2024),7.25% (Libor + 6.25%/Q),12/14/2020,8.7,8.7
362,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (16)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan,0,11/12/2020,0.0,0.0
363,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (16)",Outsourced supply chain solutions provider to operators of distribution centers,Second lien senior secured loan ($68.3 par due 11/2028),9.75% (Libor + 8.75%/M),11/12/2020,68.3,68.3
365,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (16)",Outsourced supply chain solutions provider to operators of distribution centers,"Class A units (10,581 units)",0,11/12/2020,10.6,13.4
367,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (16)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured loan ($12.1 par due 3/2023),"8.50% (Libor + 3.00% Cash, 4.50% PIK/Q)",3/10/2017,12.1,10.4
368,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (16)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,"Common units (2,950,000 units)",0,3/10/2017,3.0,0.2
