,0,1,2,3,4,5,6,7,8,9,10,11,12,13
207,"Healthcare,  Education and Childcare",RXH Buyer Corporation*^,One stop,L + 5.75,6.75,09/2021,,17524,,17206,,2.2,,17524
208,"Healthcare,  Education and Childcare","Sarnova HC, LLC  #",Senior loan,L + 4.75,5.76,01/2022,,3740,,3704,,0.5,,3703
209,"Healthcare,  Education and Childcare",Southern Anesthesia and Surgical  (4),One stop,L + 5.50,(5),11/2017,,0,,(5,,0,,0
210,"Healthcare,  Education and Childcare",Southern Anesthesia and Surgical,One stop,L + 5.50,6.50,11/2017,,5610,,5558,,0.7,,5610
211,"Healthcare,  Education and Childcare",Southern Anesthesia and Surgical^,One stop,L + 5.50,6.50,11/2017,,2728,,2708,,0.3,,2728
212,"Healthcare,  Education and Childcare","Surgical Information Systems, LLC^",Senior loan,L + 3.00,4.01,09/2018,,1879,,1876,,0.2,,1879
213,"Healthcare,  Education and Childcare","U.S. Anesthesia Partners, Inc.  #",One stop,L + 5.00,6.00,12/2019,,5927,,5906,,0.7,,5927
214,"Healthcare,  Education and Childcare","WIL Research Company, Inc.*",Senior loan,L + 4.50,5.75,02/2018,,752,,748,,0.1,,752
215,"Healthcare,  Education and Childcare","Young Innovations, Inc.  *#",Senior loan,L + 4.25,5.25,01/2019,,1742,,1733,,0.2,,1742
216,"Healthcare,  Education and Childcare","Young Innovations, Inc.",Senior loan,P + 3.25,6.75,01/2018,,52,,52,,0,,51
217,"Healthcare,  Education and Childcare","Zest Holdings, LLC  #",Senior loan,L + 4.75,5.75,08/2020,,5309,,5110,,0.7,,5309
218,"Housewares,  and Durable Consumer",1A Smart Start LLC*,Senior loan,L + 4.75,5.75,02/2022,,2126,,2107,,0.2,,2124
219,"Housewares,  and Durable Consumer","Floor & Decor Outlets of America, Inc.*^",One stop,L + 6.50,7.75,05/2019,,11073,,11002,,1.4,,11073
220,"Housewares,  and Durable Consumer","Plano Molding Company,  LLC  *^#",One stop,L + 6.00,7.00,05/2021,,18024,,17871,,2.2,,18024
221,"Hotels,  Motels, Inns, and Gaming","Aimbridge Hospitality,  LLC^",Senior loan,L + 4.50,5.75,10/2018,,827,,812,,0.1,,827
222,Insurance,"Captive Resources Midco, LLC  (4)",One stop,L + 5.75,(5),06/2020,,0,,(20,,0,,0
223,Insurance,"Captive Resources Midco, LLC  (4)",One stop,L + 5.75,(5),06/2020,,0,,(18,,0,,0
224,Insurance,"Captive Resources Midco, LLC*  ^#",One stop,L + 5.75,6.75,06/2020,,26261,,25978,,3.2,,26261
225,Insurance,"Higginbotham Insurance Agency, Inc.*",Senior loan,L + 5.25,6.25,11/2021,,1308,,1295,,0.2,,1301
226,Insurance,"Internet Pipeline, Inc.  (4)",One stop,L + 7.25,(5),08/2021,,0,,(1,,0,,0
227,Insurance,"Internet Pipeline, Inc.",One stop,L + 7.25,8.25,08/2022,,4935,,4812,,0.6,,4935
228,"Leisure,  Amusement, Motion Pictures and Entertainment","Self Esteem Brands, LLC  (4)",Senior loan,L + 4.00,(5),02/2020,,0,,(3,,0,,0
229,"Leisure,  Amusement, Motion Pictures and Entertainment","Self Esteem Brands, LLC^",Senior loan,L + 4.00,5.00,02/2020,,3525,,3512,,0.4,,3525
230,"Leisure,  Amusement, Motion Pictures and Entertainment","Teaching Company, The  (4)",One stop,L + 6.25,(5),08/2020,,0,,(1,,0,,0
231,"Leisure,  Amusement, Motion Pictures and Entertainment","Teaching Company, The",One stop,L + 6.25,7.25,08/2020,,19021,,18771,,2.3,,19021
232,"Leisure,  Amusement, Motion Pictures and Entertainment","Titan Fitness, LLC  (4)",One stop,L + 6.50,(5),09/2019,,0,,(15,,0,,0
233,"Leisure,  Amusement, Motion Pictures and Entertainment","Titan Fitness, LLC  (4)",One stop,L + 6.50,(5),09/2019,,0,,(42,,0,,0
234,"Leisure,  Amusement, Motion Pictures and Entertainment","Titan Fitness, LLC",One stop,P + 5.25,8.75,09/2019,,373,,357,,0.1,,373
235,"Leisure,  Amusement, Motion Pictures and Entertainment","Titan Fitness, LLC*",One stop,L + 6.50,7.75,09/2019,,13292,,13112,,1.6,,13292
236,"Mining,  Steel, Iron and Non-Precious Metals","Benetech, Inc.",One stop,P + 7.75,11.25,10/2017,,152,,148,,0,,20
237,"Mining,  Steel, Iron and Non-Precious Metals","Benetech, Inc.*",One stop,L + 9.00,10.25,10/2017,,4561,,4542,,0.5,,4013
238,Oil  and Gas,"Drilling Info, Inc.  (9)",One stop,L + 5.00,(5),06/2018,,0,,0,,0,,0
239,Oil  and Gas,"Drilling Info, Inc.  (9)",One stop,L + 5.00,6.00,06/2018,,334,,332,,0,,334
240,Oil  and Gas,"Drilling Info, Inc.^",One stop,L + 5.00,6.00,06/2018,,881,,875,,0.1,,881
241,Oil  and Gas,"Drilling Info, Inc.  (4)(9)",One stop,L + 5.00,(5),06/2018,,0,,(8,,0,,0
242,Personal  and Non-Durable Consumer Products,"Georgica Pine Clothiers, LLC  (4)",One stop,L + 5.50,(5),11/2021,,0,,(1,,0,,0
243,Personal  and Non-Durable Consumer Products,"Georgica Pine Clothiers, LLC",One stop,L + 5.50,6.50,11/2021,,5765,,5657,,0.7,,5765
244,Personal  and Non-Durable Consumer Products,The Hygenic Corporation  (4),Senior loan,L + 5.00,(5),10/2019,,0,,(4,,0,,0
245,Personal  and Non-Durable Consumer Products,The Hygenic Corporation*,Senior loan,L + 5.00,6.00,10/2020,,3259,,3220,,0.4,,3259
246,Personal  and Non-Durable Consumer Products,"Massage Envy, LLC  (4)",One stop,L + 7.25,(5),09/2018,,0,,(8,,0,,0
247,Personal  and Non-Durable Consumer Products,"Massage Envy, LLC*",One stop,L + 7.25,8.50,09/2018,,15568,,15406,,1.9,,15568
248,Personal  and Non-Durable Consumer Products,"Orthotics Holdings, Inc  (4)(7)",One stop,L + 5.00,(5),02/2020,,0,,(1,,0,,(7
249,Personal  and Non-Durable Consumer Products,"Orthotics Holdings, Inc  *#(7)",One stop,L + 5.00,6.00,02/2020,,1380,,1366,,0.1,,1311
250,Personal  and Non-Durable Consumer Products,"Orthotics Holdings, Inc  (4)",One stop,L + 5.00,(5),02/2020,,0,,(14,,0,,(70
251,Personal  and Non-Durable Consumer Products,"Orthotics Holdings, Inc  (4)",One stop,L + 5.00,(5),02/2020,,0,,(12,,0,,(63
252,Personal  and Non-Durable Consumer Products,"Orthotics Holdings, Inc  *#",One stop,L + 5.00,6.00,02/2020,,8418,,8335,,1.0,,7996
253,Personal  and Non-Durable Consumer Products,Team Technologies Acquisition Company  (4),Senior loan,L + 5.00,(5),12/2017,,0,,(1,,0,,(3
254,Personal  and Non-Durable Consumer Products,Team Technologies Acquisition Company^,Senior loan,L + 5.00,6.25,12/2017,,4757,,4736,,0.6,,4710
255,Personal  and Non-Durable Consumer Products,Team Technologies Acquisition  Company  #,Senior loan,L + 5.50,6.76,12/2017,,877,,869,,0.1,,874
256,"Personal,  Food and Miscellaneous Services","Community Veterinary Partners,  LLC",One stop,L + 5.50,(5),10/2021,,0,,0,,0,,0
257,"Personal,  Food and Miscellaneous Services","Community Veterinary Partners, LLC*",One stop,L + 5.50,6.50,10/2021,,2479,,2456,,0.3,,2479
258,"Personal,  Food and Miscellaneous Services","Community Veterinary Partners, LLC",One stop,L + 5.50,6.50,10/2021,,267,,267,,0,,267
259,"Personal,  Food and Miscellaneous Services",Focus Brands Inc.*^,Second lien,L + 9.00,10.25,08/2018,,11195,,11133,,1.4,,11195
260,"Personal,  Food and Miscellaneous Services","Ignite Restaurant Group, Inc (Joe's Crab Shack)^",One stop,L + 7.00,8.00,02/2019,,4775,,4727,,0.6,,4775
261,"Personal,  Food and Miscellaneous Services",PetVet Care Centers LLC,Senior loan,L + 4.75,5.75,12/2019,,68,,58,,0,,68
262,"Personal,  Food and Miscellaneous Services",PetVet Care Centers LLC^,Senior loan,L + 4.75,5.75,12/2020,,1225,,1207,,0.2,,1225
263,"Personal,  Food and Miscellaneous Services",PetVet Care Centers LLC^,Senior loan,L + 4.75,5.75,12/2020,,5866,,5773,,0.7,,5866
264,"Personal,  Food and Miscellaneous Services",Vetcor Professional Practices LLC  (4),One stop,L + 6.00,(5),04/2021,,0,,(4,,0,,0
265,"Personal,  Food and Miscellaneous Services",Vetcor Professional Practices LLC*  ^#,One stop,L + 6.00,7.00,04/2021,,25056,,24632,,3.1,,25056
266,"Personal,  Food and Miscellaneous Services",Vetcor Professional Practices LLC  (4),One stop,L + 6.00,(5),04/2021,,0,,(2,,0,,0
267,"Personal,  Food and Miscellaneous Services",Vetcor Professional Practices LLC,One stop,L + 6.00,7.00,04/2021,,971,,963,,0.1,,971
268,"Personal,  Food and Miscellaneous Services",Vetcor Professional Practices LLC  (4),One stop,L + 6.00,(5),04/2021,,0,,(49,,0,,0
269,"Personal,  Food and Miscellaneous Services",Vetcor Professional Practices LLC,One stop,L + 6.00,7.00,04/2021,,290,,287,,0,,290
270,"Personal,  Food and Miscellaneous Services","Veterinary Specialists of North America, LLC  (4)",One stop,L + 5.00,(5),11/2020,,0,,(1,,0,,0
271,"Personal,  Food and Miscellaneous Services","Veterinary Specialists of North America, LLC  (4)",One stop,L + 5.00,(5),11/2020,,0,,(9,,0,,0
272,"Personal,  Food and Miscellaneous Services","Veterinary Specialists  of North America, LLC*",One stop,L + 5.00,6.00,11/2020,,2709,,2691,,0.3,,2709
273,Printing  and Publishing,"Market Track, LLC*",One stop,L + 7.00,8.00,10/2019,,2186,,2165,,0.3,,2186
274,Printing  and Publishing,"Market Track, LLC  (4)",One stop,L + 7.00,(5),10/2019,,0,,(7,,0,,0
275,Printing  and Publishing,"Market Track, LLC  #",One stop,L + 7.00,8.00,10/2019,,2152,,2135,,0.3,,2152
276,Printing  and Publishing,"Market Track, LLC",One stop,L + 7.00,8.00,10/2019,,1774,,1752,,0.2,,1774
277,Printing  and Publishing,"Market Track, LLC  *^#",One stop,L + 7.00,8.00,10/2019,,28827,,28538,,3.5,,28827
278,Retail  Stores,"Benihana, Inc.",One stop,P + 4.75,8.25,07/2018,,325,,289,,0,,304
279,Retail  Stores,"Benihana, Inc.*^",One stop,L + 6.00,7.25,01/2019,,15318,,15055,,1.8,,15166
280,Retail  Stores,"CVS Holdings I, LP  (4)",One stop,L + 6.25,(5),08/2020,,0,,(4,,0,,0
281,Retail  Stores,"CVS Holdings I, LP  *^#",One stop,L + 6.25,7.25,08/2021,,20472,,20106,,2.5,,20472
282,Retail  Stores,"CVS Holdings I, LP",One stop,L + 6.25,7.25,08/2021,,1923,,1889,,0.2,,1923
283,Retail  Stores,"Cycle Gear, Inc.",One stop,P + 5.25,8.75,01/2020,,467,,447,,0.1,,450
284,Retail  Stores,"Cycle Gear, Inc.^",One stop,L + 6.50,7.50,01/2020,,10559,,10381,,1.3,,10453
285,Retail  Stores,"Cycle Gear, Inc.  (4)",One stop,L + 6.50,(5),01/2020,,0,,(9,,0,,(6
286,Retail  Stores,"DTLR, Inc.*^",One stop,L + 6.50,7.50,10/2020,,11452,,11348,,1.4,,11452
287,Retail  Stores,"Elite Sportswear, L.P.  (4)",Senior loan,L + 5.00,(5),03/2020,,0,,(6,,0,,0
288,Retail  Stores,"Elite Sportswear, L.P.",Senior loan,L + 5.00,6.00,03/2020,,2835,,2790,,0.3,,2835
289,Retail  Stores,"Express Oil Change, LLC^",Senior loan,L + 5.00,6.00,12/2017,,490,,486,,0.1,,490
290,Retail  Stores,"Marshall Retail Group, LLC, The",One stop,L + 6.00,7.00,08/2019,,702,,682,,0.1,,527
291,Retail  Stores,"Marshall Retail Group, LLC, The  (4)",One stop,L + 6.00,(5),08/2020,,0,,(8,,0,,(71
292,Retail  Stores,"Marshall Retail Group, LLC, The  ^#",One stop,L + 6.00,7.00,08/2020,,12268,,12156,,1.4,,11287
293,Retail  Stores,Mills Fleet Farm Group LLC*,One stop,L + 5.50,6.50,02/2022,,5000,,4848,,0.6,,4900
294,Retail  Stores,"Paper Source, Inc.  (4)",One stop,L + 6.25,(5),09/2018,,0,,(6,,0,,0
295,Retail  Stores,"Paper Source, Inc.  *^#",One stop,L + 6.25,7.25,09/2018,,12824,,12757,,1.6,,12824
296,Retail  Stores,RCPSI Corporation  (4),One stop,L + 5.75,(5),04/2020,,0,,(3,,0,,0
297,Retail  Stores,RCPSI Corporation*  ^#,One stop,L + 5.75,6.75,04/2021,,22287,,21913,,2.7,,22287
298,Retail  Stores,"Restaurant Holding Company, LLC  #",Senior loan,L + 7.75,8.75,02/2019,,4818,,4789,,0.6,,4722
299,Retail  Stores,"Rubio's Restaurants, Inc*^",Senior loan,L + 4.75,6.00,11/2018,,8964,,8914,,1.1,,8874
300,Retail  Stores,"Sneaker Villa, Inc.*^",One stop,L + 7.75,8.75,12/2020,,12530,,12411,,1.5,,12530
301,Retail  Stores,Specialty Commerce Corp.  (4),One stop,L + 6.00,(5),07/2017,,0,,(2,,0,,0
302,Retail  Stores,Specialty Commerce Corp.,One stop,L + 6.00,7.50,07/2017,,4073,,4059,,0.5,,4073
303,Telecommunications,"Arise Virtual Solutions, Inc.  (4)",One stop,L + 6.00,(5),12/2018,,0,,(1,,0,,(5
304,Telecommunications,"Arise Virtual Solutions, Inc.^",One stop,L + 6.00,7.25,12/2018,,1471,,1459,,0.2,,1382
305,Telecommunications,Hosting.com Inc.,Senior loan,L + 4.50,5.99,12/2017,,85,,84,,0,,85
306,Telecommunications,Hosting.com Inc.*,Senior loan,L + 4.50,5.75,12/2017,,755,,750,,0.1,,755
307,Textile  and Leather,"5.11, Inc.*^",Senior loan,L + 5.00,6.00,02/2020,,986,,982,,0.1,,986
308,Textile  and Leather,SHO Holding I Corporation  (4),Senior loan,L + 4.00,(5),10/2021,,0,,(1,,0,,0
309,Textile  and Leather,SHO Holding I Corporation*,Senior loan,L + 5.00,6.00,10/2022,,2073,,2053,,0.3,,2063
310,Textile  and Leather,"Southern Tide, LLC",One stop,L + 6.75,7.75,06/2019,,893,,887,,0.1,,893
311,Textile  and Leather,"Southern Tide, LLC^",One stop,L + 6.75,7.75,06/2019,,4301,,4273,,0.5,,4301
312,Utilities,"Arcos, LLC",One stop,L + 6.50,(5),02/2021,,0,,0,,0,,0
313,Utilities,"Arcos, LLC",One stop,L + 6.50,7.50,02/2021,,4035,,3956,,0.5,,3994
314,Utilities,"PowerPlan Consultants, Inc.  (4)",Senior loan,L + 5.25,(5),02/2021,,0,,(6,,0,,0
315,Utilities,"PowerPlan Consultants,  Inc.  *#",Senior loan,L + 5.25,6.25,02/2022,,6793,,6695,,0.8,,6793
316,Aerospace and Defense,NTS Technical Systems,Common stock,No Value,No Value,No Value,,2,,1506,,0.2,,1675
317,Aerospace and Defense,"Tresys Technology Holdings, Inc.",Common stock,No Value,No Value,No Value,,295,,295,,0,,0
318,Aerospace and Defense,Whitcraft LLC,Preferred stock B,No Value,No Value,No Value,,1,,670,,0.2,,1050
319,Aerospace and Defense,Whitcraft LLC,Warrant,No Value,No Value,No Value,,0,,0,,0,,204
320,Automobile,"K&N Engineering, Inc.",Preferred stock A,No Value,No Value,No Value,,0,,0,,0,,6
321,Automobile,"K&N Engineering, Inc.",Preferred stock B,No Value,No Value,No Value,,0,,0,,0,,6
322,Automobile,"K&N Engineering, Inc.",Common stock,No Value,No Value,No Value,,0,,0,,0,,47
323,"Beverage, Food and Tobacco","Atkins Nutritionals, Inc.",LLC interest,No Value,No Value,No Value,,57,,746,,0.3,,2398
324,"Beverage, Food and Tobacco","C. J. Foods, Inc.",Preferred stock,No Value,No Value,No Value,,0,,157,,0,,219
325,"Beverage, Food and Tobacco","First Watch Restaurants, Inc.",Common stock,No Value,No Value,No Value,,9,,964,,0.2,,1530
326,"Beverage, Food and Tobacco","Hopdoddy Holdings, LLC",LLC interest,No Value,No Value,No Value,,27,,130,,0,,92
327,"Beverage, Food and Tobacco","Hopdoddy Holdings, LLC",LLC interest,No Value,No Value,No Value,,12,,36,,0,,20
328,"Beverage, Food and Tobacco",Julio & Sons Company,LLC interest,No Value,No Value,No Value,,521,,521,,0.1,,732
329,"Beverage, Food and Tobacco","Northern Brewer, LLC",LLC interest,No Value,No Value,No Value,,438,,362,,0,,63
330,"Beverage, Food and Tobacco","Richelieu Foods, Inc.",LP interest,No Value,No Value,No Value,,220,,220,,0,,349
331,"Beverage, Food and Tobacco","Tate's Bake Shop, Inc.",LP interest,No Value,No Value,No Value,,462,,428,,0.1,,439
332,"Beverage, Food and Tobacco",Uinta Brewing Company,LP interest,No Value,No Value,No Value,,462,,462,,0,,61
333,"Beverage, Food and Tobacco",United Craft Brews LLC,LP interest,No Value,No Value,No Value,,1,,657,,0.1,,619
334,Buildings and Real Estate,"Brooks Equipment Company,  LLC",Common stock,No Value,No Value,No Value,,10,,1021,,0.1,,1008
335,"Chemicals, Plastics and Rubber","Flexan, LLC",Preferred stock,No Value,No Value,No Value,,0,,72,,0,,79
336,"Chemicals, Plastics and Rubber","Flexan, LLC",Common stock,No Value,No Value,No Value,,1,,0,,0,,17
337,"Containers, Packaging and  Glass","Packaging Coordinators, Inc.  (7)",Common stock,No Value,No Value,No Value,,25,,2065,,0.5,,3918
338,"Containers, Packaging and  Glass","Packaging Coordinators,  Inc.",Common stock,No Value,No Value,No Value,,48,,1563,,0.6,,4877
339,Diversified Conglomerate  Manufacturing,"Chase Industries, Inc.",LLC units,No Value,No Value,No Value,,1,,1186,,0.2,,1345
340,Diversified Conglomerate  Manufacturing,"Inventus Power, Inc",Preferred stock,No Value,No Value,No Value,,0,,370,,0,,269
341,Diversified Conglomerate  Manufacturing,"Inventus Power, Inc",Common stock,No Value,No Value,No Value,,0,,0,,0,,0
342,Diversified Conglomerate  Manufacturing,"Sunless Merger Sub, Inc.",LP interest,No Value,No Value,No Value,,0,,160,,0,,0
343,Diversified Conglomerate  Service,"Actiance, Inc.",Warrant,No Value,No Value,No Value,,344,,82,,0,,84
344,Diversified Conglomerate  Service,Agility Recovery Solutions Inc.,Preferred stock,No Value,No Value,No Value,,67,,341,,0.1,,523
345,Diversified Conglomerate  Service,"Daxko, LLC",LLC units,No Value,No Value,No Value,,219,,219,,0.1,,482
346,Diversified Conglomerate  Service,DISA Holdings Acquisition Subsidiary Corp.,Common stock,No Value,No Value,No Value,,0,,154,,0,,34
347,Diversified Conglomerate  Service,"HealthcareSource HR, Inc.",LLC interest,No Value,No Value,No Value,,0,,348,,0,,321
348,Diversified Conglomerate  Service,"Host Analytics, Inc.",Warrant,No Value,No Value,No Value,,180,,0,,0,,92
349,Diversified Conglomerate  Service,"Marathon Data Operating Co., LLC",LLC units,No Value,No Value,No Value,,1,,264,,0,,0
350,Diversified Conglomerate  Service,"Marathon Data Operating Co., LLC",LLC units,No Value,No Value,No Value,,1,,264,,0.1,,536
351,Diversified Conglomerate  Service,"Secure-24, LLC",LLC units,No Value,No Value,No Value,,263,,263,,0,,380
352,Diversified Conglomerate  Service,"Steelwedge Software, Inc.",Warrant,No Value,No Value,No Value,,36575,,76,,0,,84
353,Diversified Conglomerate  Service,"TA MHI Buyer, Inc.",Preferred stock,No Value,No Value,No Value,,0,,202,,0,,188
354,Diversified Conglomerate  Service,"Vendavo, Inc.",Preferred stock A,No Value,No Value,No Value,,827,,827,,0.1,,1056
355,Diversified Conglomerate  Service,"Vitalyst, LLC",Common stock,No Value,No Value,No Value,,1,,7,,0,,0
356,Diversified Conglomerate  Service,"Vitalyst, LLC",Preferred stock A,No Value,No Value,No Value,,0,,61,,0,,37
357,Electronics,"ECI Acquisition Holdings, Inc.",Common stock,No Value,No Value,No Value,,9,,873,,0.1,,1038
358,Electronics,"Gamma Technologies, LLC",LLC units,No Value,No Value,No Value,,1,,134,,0,,134
359,Electronics,"SEI, Inc.",LLC units,No Value,No Value,No Value,,340,,340,,0,,370
360,Electronics,"Sloan Company, Inc., The",LLC units,No Value,No Value,No Value,,1,,14,,0,,0
361,Electronics,"Sloan Company, Inc., The",LLC units,No Value,No Value,No Value,,0,,122,,0,,0
362,Electronics,Sparta Holding Corporation,Common stock,No Value,No Value,No Value,,1,,567,,0.1,,658
363,Electronics,Sparta Holding Corporation,Common stock,No Value,No Value,No Value,,235,,6,,0,,93
364,Electronics,Syncsort Incorporated,Preferred stock,No Value,No Value,No Value,,90,,226,,0.1,,226
365,Grocery,"MyWebGrocer, Inc.",LLC units,No Value,No Value,No Value,,1418,,1446,,0.2,,2000
366,"Healthcare, Education and  Childcare","Active Day, Inc.",LLC interest,No Value,No Value,No Value,,1,,614,,0.1,,614
367,"Healthcare, Education and  Childcare","Advanced Pain Management Holdings, Inc.",Common stock,No Value,No Value,No Value,,67,,67,,0,,0
368,"Healthcare, Education and  Childcare","Advanced Pain Management Holdings, Inc.",Preferred stock,No Value,No Value,No Value,,8,,829,,0.1,,597
369,"Healthcare, Education and  Childcare","Advanced Pain Management Holdings, Inc.",Preferred stock,No Value,No Value,No Value,,1,,64,,0,,196
370,"Healthcare, Education and  Childcare","Avatar International, LLC",LP interest,No Value,No Value,No Value,,1,,741,,0,,0
371,"Healthcare, Education and  Childcare","BIORECLAMATIONIVT, LLC",LLC interest,No Value,No Value,No Value,,0,,365,,0,,365
372,"Healthcare, Education and  Childcare","California Cryobank, LLC",LLC units,No Value,No Value,No Value,,0,,28,,0,,32
373,"Healthcare, Education and  Childcare","California Cryobank, LLC",LLC units,No Value,No Value,No Value,,0,,0,,0,,2
374,"Healthcare, Education and  Childcare",Certara L.P.,LP interest,No Value,No Value,No Value,,0,,635,,0.1,,1070
375,"Healthcare, Education and  Childcare","DCA Investment Holding, LLC",LLC units,No Value,No Value,No Value,,8637,,864,,0.1,,864
376,"Healthcare, Education and  Childcare","DCA Investment Holding, LLC",LLC units,No Value,No Value,No Value,,87,,9,,0,,9
377,"Healthcare, Education and  Childcare",Deca Dental Management LLC,LLC units,No Value,No Value,No Value,,357,,357,,0,,348
378,"Healthcare, Education and  Childcare",Dental Holdings Corporation,LLC units,No Value,No Value,No Value,,775,,775,,0.1,,965
379,"Healthcare, Education and  Childcare","Encore GC Acquisition, LLC",LLC units,No Value,No Value,No Value,,18,,182,,0,,196
380,"Healthcare, Education and  Childcare","Encore GC Acquisition, LLC",LLC units,No Value,No Value,No Value,,18,,0,,0,,38
381,"Healthcare, Education and  Childcare","G & H Wire Company, Inc",LP interest,No Value,No Value,No Value,,102,,102,,0,,127
382,"Healthcare, Education and  Childcare","Global Healthcare Exchange, LLC",Common stock,No Value,No Value,No Value,,0,,5,,0,,110
383,"Healthcare, Education and  Childcare","Global Healthcare Exchange, LLC",Common stock,No Value,No Value,No Value,,0,,481,,0.1,,572
384,"Healthcare, Education and  Childcare","IntegraMed America, Inc.",LLC interest,No Value,No Value,No Value,,0,,417,,0.1,,565
385,"Healthcare, Education and  Childcare","IntegraMed America, Inc.",LLC interest,No Value,No Value,No Value,,0,,458,,0,,19
386,"Healthcare, Education and  Childcare","Katena Holdings, Inc.",LLC units,No Value,No Value,No Value,,0,,387,,0.1,,416
387,"Healthcare, Education and  Childcare","Northwestern Management Services, LLC",LLC units,No Value,No Value,No Value,,3,,3,,0,,270
388,"Healthcare, Education and  Childcare","Northwestern Management Services, LLC",LLC units,No Value,No Value,No Value,,0,,249,,0.1,,321
389,"Healthcare, Education and  Childcare","Pentec Acquisition Sub, Inc.",Preferred stock,No Value,No Value,No Value,,1,,116,,0,,242
390,"Healthcare, Education and  Childcare","Radiology Partners, Inc.",LLC units,No Value,No Value,No Value,,43,,85,,0,,136
391,"Healthcare, Education and  Childcare","Reliant Pro ReHab, LLC",Preferred stock A,No Value,No Value,No Value,,2,,183,,0.1,,907
392,"Healthcare, Education and  Childcare",RXH Buyer Corporation,LP interest,No Value,No Value,No Value,,7,,683,,0.1,,745
393,"Healthcare, Education and  Childcare",Southern Anesthesia and Surgical,LLC units,No Value,No Value,No Value,,487,,487,,0.1,,585
394,"Healthcare, Education and  Childcare","Spear Education, LLC",LLC units,No Value,No Value,No Value,,0,,86,,0,,98
395,"Healthcare, Education and  Childcare","Spear Education, LLC",LLC units,No Value,No Value,No Value,,1,,1,,0,,23
396,"Healthcare, Education and  Childcare",SSH Corporation,Common stock,No Value,No Value,No Value,,0,,40,,0,,65
397,"Healthcare, Education and  Childcare","Surgical Information Systems, LLC",Common stock,No Value,No Value,No Value,,4,,414,,0.1,,531
398,"Healthcare, Education and  Childcare","U.S. Renal Care, Inc.",LP interest,No Value,No Value,No Value,,1,,2665,,0.5,,3571
399,"Healthcare, Education and  Childcare","Young Innovations, Inc.",LLC units,No Value,No Value,No Value,,0,,236,,0.1,,632
400,"Housewares, and Durable Consumer","Top Knobs USA, Inc.",Common stock,No Value,No Value,No Value,,3,,27,,0,,288
401,Insurance,"Captive Resources Midco, LLC",LLC units,No Value,No Value,No Value,,1,,0,,0,,164
402,Insurance,"Internet Pipeline, Inc.",Common stock,No Value,No Value,No Value,,43,,1,,0,,12
403,Insurance,"Internet Pipeline, Inc.",Preferred stock,No Value,No Value,No Value,,0,,98,,0,,105
404,and Entertainment,"LMP TR Holdings, LLC",LLC units,No Value,No Value,No Value,,712,,712,,0,,163
405,and Entertainment,"Titan Fitness, LLC",LLC units,No Value,No Value,No Value,,6,,583,,0.1,,763
406,Products,"C.B. Fleet Company, Incorporated",LLC units,No Value,No Value,No Value,,2,,134,,0,,230
407,Products,"Georgica Pine Clothiers, LLC",LLC interest,No Value,No Value,No Value,,11,,106,,0,,106
408,Products,"Hygenic Corporation, The",LP interest,No Value,No Value,No Value,,1,,61,,0,,128
409,Products,"Massage Envy, LLC",LLC interest,No Value,No Value,No Value,,749,,749,,0.1,,987
410,Products,Team Technologies Acquisition  Company,Common stock,No Value,No Value,No Value,,0,,114,,0.1,,288
411,"Personal, Food and Miscellaneous  Services","Community Veterinary Partners, LLC",Common stock,No Value,No Value,No Value,,1,,114,,0,,114
412,"Personal, Food and Miscellaneous  Services",R.G. Barry Corporation,Preferred stock,No Value,No Value,No Value,,0,,161,,0.1,,188
413,"Personal, Food and Miscellaneous  Services",Vetcor Professional Practices LLC,LLC units,No Value,No Value,No Value,,85,,85,,0,,105
414,"Personal, Food and Miscellaneous  Services",Vetcor Professional Practices  LLC,LLC units,No Value,No Value,No Value,,766,,766,,0.1,,824
415,Printing and Publishing,"Brandmuscle, Inc.",LLC interest,No Value,No Value,No Value,,0,,240,,0,,240
416,Printing and Publishing,"Market Track, LLC",Preferred stock,No Value,No Value,No Value,,0,,145,,0,,205
417,Printing and Publishing,"Market Track, LLC",Common stock,No Value,No Value,No Value,,1,,145,,0.1,,276
418,Retail Stores,"Barcelona Restaurants, LLC",LP interest,No Value,No Value,No Value,,1996,,0,,0.6,,5208
419,Retail Stores,"Benihana, Inc.",LLC units,No Value,No Value,No Value,,43,,699,,0.1,,498
420,Retail Stores,"Cycle Gear, Inc.",LLC interest,No Value,No Value,No Value,,19,,248,,0,,248
421,Retail Stores,"DentMall MSO, LLC",LLC units,No Value,No Value,No Value,,2,,0,,0,,0
422,Retail Stores,"DentMall MSO, LLC",LLC units,No Value,No Value,No Value,,2,,97,,0,,20
423,Retail Stores,"Elite Sportswear, L.P.",LLC interest,No Value,No Value,No Value,,0,,73,,0,,91
424,Retail Stores,"Express Oil Change, LLC",LLC interest,No Value,No Value,No Value,,81,,81,,0,,187
425,Retail Stores,"Marshall Retail Group LLC, The",LLC units,No Value,No Value,No Value,,15,,154,,0,,47
426,Retail Stores,"Paper Source, Inc.",Common stock,No Value,No Value,No Value,,8,,1387,,0.2,,1567
427,Retail Stores,RCP PetPeople LP,LP interest,No Value,No Value,No Value,,889,,889,,0.2,,1476
428,Retail Stores,RCPSI Corporation,LLC interest,No Value,No Value,No Value,,455,,455,,0.1,,465
429,Retail Stores,"Rubio's Restaurants, Inc.",Preferred stock A,No Value,No Value,No Value,,2,,945,,0.3,,2673
