,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
134,"RealPage, Inc.",Provider of enterprise software solutions to the residential real estate industry,Second lien senior secured loan ($84.1 par due 4/2029),7.25% (Libor + 6.50%/M),4/22/2021,82.8,82.8
135,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,"Warrant to purchase up to 5,393,194 shares of common stock (expires 12/2026)",0,12/23/2016,0.0,0.0
136,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,Warrant to purchase up to 987 shares of common stock (expires 12/2026),0,12/23/2016,0.0,0.0
137,Relativity ODA LLC (17),Electronic discovery document review software platform for use in litigations and investigations,First lien senior secured loan ($57.2 par due 5/2027),8.50% PIK (Libor + 7.50%/M),5/12/2021,57.2,56.6
138,"Retriever Medical/Dental Payments LLC, FSDC Holdings, LLC, Rectangle Ware-Ever Pay LLC and Retriever Enterprises, LLC (17)",Provider of payment processing services and software to healthcare providers,First lien senior secured loan ($26.0 par due 2/2023),6.00% (Libor + 5.00%/Q),3/14/2019,26.0,26.0
139,"RMCF III CIV XXIX, L.P",Software provider for clinical trial management,Limited partnership interest (99.90% interest),0,12/19/2014,0.5,29.6
140,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (17)",Provider of student information system software solutions to the K-12 education market,First lien senior secured revolving loan ($4.8 par due 8/2023),3.34% (Libor + 3.25%/M),8/1/2018,4.8,4.7
141,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (17)",Provider of student information system software solutions to the K-12 education market,First lien senior secured loan ($4.0 par due 8/2025),5.50% (Libor + 4.50%/M),11/22/2019,4.0,4.0
142,"Severin Acquisition, LLC, PeopleAdmin, Inc., Promachos Holding, Inc. and Performance Matters LLC (17)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($80.0 par due 8/2026),6.82% (Libor + 6.75%/M),6/12/2018,79.5,80.0
143,"Smarsh Inc., MobileGuard, LLC, Actiance, Inc. and Skywalker TopCo, LLC",SaaS based communication archival service provider,First lien senior secured loan ($13.3 par due 11/2025),9.25% (Libor + 8.25%/Q),11/20/2020,13.3,13.3
144,"Smarsh Inc., MobileGuard, LLC, Actiance, Inc. and Skywalker TopCo, LLC",SaaS based communication archival service provider,"Common units (1,432,835 units)",0,11/20/2020,4.8,5.0
145,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",0,1/13/2016,0.0,0.0
146,"Sophia, L.P.",Provider of ERP software and services for higher education institutions,Second lien senior secured loan ($105.9 par due 10/2028),9.00% (Libor + 8.00%/Q),10/7/2020,105.9,105.9
147,SoundCloud Limited,"Platform for receiving, sending, and distributing music","Common stock (73,422 shares)",0,8/15/2017,0.4,0.7
148,"Storable, Inc. and EQT IX Co-Investment (E) SCSP",PMS solutions and web services for the self-storage industry,Second lien senior secured loan ($42.8 par due 4/2029),7.50% (Libor + 6.75%/Q),4/16/2021,42.8,42.4
149,"Storable, Inc. and EQT IX Co-Investment (E) SCSP",PMS solutions and web services for the self-storage industry,"Limited partnership interests (614,950 interests)",0,4/16/2021,6.2,6.1
150,TCP Hawker Intermediate LLC (17),Workforce management solutions provider,First lien senior secured loan ($6.6 par due 8/2026),6.50% (Libor + 5.50%/Q),12/1/2020,6.6,6.6
151,TCP Hawker Intermediate LLC (17),Workforce management solutions provider,First lien senior secured loan ($35.0 par due 8/2026),6.50% (Libor + 5.50%/Q),8/30/2019,35.0,35.0
152,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (17)",Provider of cloud based HCM solutions for businesses,First lien senior secured revolving loan,0,5/3/2019,0.0,0.0
153,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (17)",Provider of cloud based HCM solutions for businesses,Second lien senior secured loan ($136.9 par due 5/2027),8.09% (Libor + 8.00%/M),5/3/2019,136.9,136.9
154,"The Ultimate Software Group, Inc. and H&F Unite Partners, L.P. (17)",Provider of cloud based HCM solutions for businesses,"Class A preferred units (12,583,556 units)",0,5/3/2019,12.6,14.5
155,Verscend Holding Corp. (17),Healthcare analytics solutions provider,First lien senior secured revolving loan,0,8/27/2018,0.0,0.0
156,"WebPT, Inc. (17)",Electronic medical record software provider,First lien senior secured loan ($48.1 par due 8/2024),7.75% (Libor + 6.75%/Q),8/28/2019,48.1,48.1
157,"Wellness AcquisitionCo, Inc. (17)","Provider of retail consumer insights and analytics for manufacturers and retailers in the natural, organic and specialty products industry",First lien senior secured loan ($18.9 par due 1/2027),6.75% (Libor + 5.75%/Q),1/20/2021,18.9,18.9
158,"WorkWave Intermediate II, LLC (17)",Provider of cloud-based field services and fleet management solutions,First lien senior secured loan ($44.5 par due 6/2027),8.00% (Libor + 7.25%/Q),6/29/2021,44.5,44.1
159,"Zemax Software Holdings, LLC (17)",Provider of optical illumination design software to design engineers,First lien senior secured revolving loan ($2.0 par due 6/2024),8.00% (Base Rate + 4.75%/Q),6/25/2018,2.0,2.0
160,"Zemax Software Holdings, LLC (17)",Provider of optical illumination design software to design engineers,First lien senior secured loan ($16.5 par due 6/2024),6.75% (Libor + 5.75%/Q),6/25/2018,16.5,16.5
161,"Absolute Dental Group LLC and Absolute Dental Equity, LLC (5)(17)",Dental services provider,First lien senior secured loan ($48.3 par due 6/2024),"10.00% (Libor + 4.00% Cash, 5.00% PIK/Q)",6/1/2021,48.3,48.3
162,"Absolute Dental Group LLC and Absolute Dental Equity, LLC (5)(17)",Dental services provider,"Class A preferred units (14,750,000 units)",0,1/5/2016,4.7,10.0
163,"Absolute Dental Group LLC and Absolute Dental Equity, LLC (5)(17)",Dental services provider,"Common units (7,200,000 units)",0,1/5/2016,0.0,0.0
164,"ADG, LLC and RC IV GEDC Investor LLC (17)",Dental services provider,First lien senior secured revolving loan ($6.2 par due 9/2022),"7.50% (Base rate + 1.50% Cash, 2.75% PIK/M)",9/28/2016,6.2,6.0
165,"ADG, LLC and RC IV GEDC Investor LLC (17)",Dental services provider,Second lien senior secured loan ($109.1 par due 3/2024),0,9/28/2016,89.0,93.8
166,"ADG, LLC and RC IV GEDC Investor LLC (17)",Dental services provider,"Membership units (3,000,000 units)",0,9/28/2016,3.0,0.0
167,"Alteon Health, LLC",Provider of physician management services,First lien senior secured loan ($2.8 par due 9/2023),7.50% (Libor + 6.50%/Q),5/15/2017,2.8,2.5
168,"Athenahealth, Inc., VVC Holding Corp., Virence Intermediate Holding Corp., and Virence Holdings LLC (17)",Revenue cycle management provider to the physician practices and acute care hospitals,Class A interests (0.39% interest),0,2/11/2019,9.0,22.7
169,"Bearcat Buyer, Inc. and Bearcat Parent, Inc. (17)",Provider of central institutional review boards over clinical trials,Second lien senior secured loan ($69.4 par due 7/2027),9.25% (Libor + 8.25%/Q),7/9/2019,69.4,69.4
170,"Bearcat Buyer, Inc. and Bearcat Parent, Inc. (17)",Provider of central institutional review boards over clinical trials,Second lien senior secured loan ($12.7 par due 7/2027),9.25% (Libor + 8.25%/Q),9/10/2019,12.7,12.7
171,"Bearcat Buyer, Inc. and Bearcat Parent, Inc. (17)",Provider of central institutional review boards over clinical trials,"Class B common units (4,211 units)",0,7/9/2019,4.2,9.4
172,"CCS-CMGC Holdings, Inc. (17)",Correctional facility healthcare operator,First lien senior secured revolving loan,0,10/1/2018,0.0,0.0
173,"CCS-CMGC Holdings, Inc. (17)",Correctional facility healthcare operator,First lien senior secured loan ($34.1 par due 10/2025),5.60% (Libor + 5.50%/M),9/25/2018,33.9,33.8
174,"Center for Autism and Related Disorders, LLC (17)",Autism treatment and services provider specializing in applied behavior analysis therapy,First lien senior secured revolving loan ($2.2 par due 11/2023),5.63% (Libor + 5.50%/Q),11/21/2018,2.2,2.1
175,"Comprehensive EyeCare Partners, LLC (17)",Vision care practice management company,First lien senior secured revolving loan ($0.5 par due 2/2024),7.00% (Libor + 5.75%/Q),2/14/2018,0.5,0.5
176,"Comprehensive EyeCare Partners, LLC (17)",Vision care practice management company,First lien senior secured loan ($0.3 par due 2/2024),8.00% (Base Rate + 4.75%/Q),4/19/2021,0.3,0.3
177,"Comprehensive EyeCare Partners, LLC (17)",Vision care practice management company,First lien senior secured loan ($5.3 par due 2/2024),7.00% (Libor + 5.75%/Q),2/14/2018,5.3,5.3
178,"Comprehensive EyeCare Partners, LLC (17)",Vision care practice management company,First lien senior secured loan ($1.0 par due 2/2024),8.00% (Base Rate + 4.75%/Q),2/14/2018,1.0,1.0
179,"Comprehensive EyeCare Partners, LLC (17)",Vision care practice management company,First lien senior secured loan ($3.1 par due 2/2024),7.00% (Libor + 5.75%/Q),2/14/2018,3.1,3.1
180,"Convey Health Solutions, Inc.",Healthcare workforce management software provider,First lien senior secured loan ($2.7 par due 9/2026),6.25% (Libor + 5.25%/Q),9/4/2019,2.7,2.7
181,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC (17)",Veterinary hospital operator,First lien senior secured loan ($39.6 par due 10/2025),6.25% (Libor + 5.25%/Q),10/31/2019,39.6,39.6
182,"CVP Holdco, Inc. and OMERS Wildcats Investment Holdings LLC (17)",Veterinary hospital operator,"Common stock (32,429 shares)",0,10/31/2019,10.0,13.6
183,"D4C Dental Brands HoldCo, Inc. and Bambino Group Holdings, LLC",Dental services provider,"Class A preferred units (1,000,000 units)",0,12/21/2016,1.0,0.5
184,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC (17)",On-demand supply chain automation solutions provider to the healthcare industry,Second lien senior secured loan ($114.0 par due 5/2029),7.50% (Libor + 6.75%/Q),5/26/2021,114.0,112.9
185,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC (17)",On-demand supply chain automation solutions provider to the healthcare industry,"Series A preferred stock (53,659 shares)",11.75% PIK (Libor + 10.75%/Q),6/30/2017,86.0,86.0
186,"GHX Ultimate Parent Corporation, Commerce Parent, Inc. and Commerce Topco, LLC (17)",On-demand supply chain automation solutions provider to the healthcare industry,"Class A units (14,013,303 units)",0,6/30/2017,14.0,29.1
187,"Global Medical Response, Inc.",Emergency air medical services provider,Senior subordinated loan ($145.1 par due 3/2026),8.88% (Libor + 7.88%/Q),3/14/2018,145.1,145.1
188,"Global Medical Response, Inc.",Emergency air medical services provider,"Warrant to purchase up to 115,733 units of common stock (expires 3/2028)",0,3/14/2018,0.9,2.4
189,"HealthEdge Software, Inc. (17)","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured revolving loan ($1.3 par due 4/2026),7.25% (Libor + 6.25%/Q),4/9/2020,1.2,1.3
190,"HealthEdge Software, Inc. (17)","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured loan ($47.5 par due 4/2026),7.25% (Libor + 6.25%/Q),12/16/2020,47.5,47.5
191,"HealthEdge Software, Inc. (17)","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured loan ($14.4 par due 4/2026),7.25% (Libor + 6.25%/Q),4/9/2020,14.4,14.4
192,"JDC Healthcare Management, LLC (17)",Dental services provider,First lien senior secured revolving loan ($4.2 par due 4/2022),0,4/10/2017,3.8,3.2
193,"JDC Healthcare Management, LLC (17)",Dental services provider,First lien senior secured loan ($35.6 par due 4/2023),0,4/10/2017,31.7,27.4
194,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC) (17)",Provider of behavioral health services,First lien senior secured revolving loan ($0.5 par due 3/2022),"6.00% (Libor + 4.00% Cash, 1.00% PIK/M)",3/17/2017,0.5,0.5
195,LivaNova USA Inc.,Medical device company focused on treating cardiovascular and neurological diseases,First lien senior secured loan ($42.5 par due 6/2025),7.50% (Libor + 6.50%/Q),6/10/2020,42.5,42.5
196,"MCH Holdings, Inc., MC Acquisition Holdings I, LLC and Privia Health Group, Inc.",Healthcare professional provider,First lien senior secured loan ($111.8 par due 7/2022),8.50% (Libor + 7.00%/M),7/26/2017,111.8,111.8
197,"MCH Holdings, Inc., MC Acquisition Holdings I, LLC and Privia Health Group, Inc.",Healthcare professional provider,"Common stock (343,094 shares)",0,4/30/2021,0.0,14.5
198,"MCH Holdings, Inc., MC Acquisition Holdings I, LLC and Privia Health Group, Inc.",Healthcare professional provider,"Class A units (1,438,643 units)",0,1/17/2014,0.0,0.5
199,"Minerva Surgical, Inc.",Medical device company focused on women's health,First lien senior secured loan ($32.4 par due 12/2022),"11.50% (Libor + 3.50% Cash, 6.00% PIK/Q)",12/30/2019,31.8,32.4
200,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,Second lien senior secured loan ($72.8 par due 10/2023),11.00% (Libor + 10.00%/M),4/19/2016,72.8,72.8
201,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Senior preferred units (5,320 units)",8.00% PIK,6/29/2020,0.3,0.3
202,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Preferred units (1,842 units)",15.00% PIK,6/29/2020,0.1,0.1
203,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",Anesthesia management services provider,"Class A units (25,277 units)",0,4/19/2016,2.5,1.1
204,NMN Holdings III Corp. and NMN Holdings LP (17),Provider of complex rehabilitation technology solutions for patients with mobility loss,First lien senior secured revolving loan,0,11/13/2018,0.0,0.0
205,NMN Holdings III Corp. and NMN Holdings LP (17),Provider of complex rehabilitation technology solutions for patients with mobility loss,"Partnership units (30,000 units)",0,11/13/2018,3.0,3.9
206,"NueHealth Performance, LLC (17)","Developer, builder and manager of specialty surgical hospitals and ambulatory surgery centers",First lien senior secured revolving loan ($3.3 par due 9/2023),8.25% (Libor + 7.25%/M),9/27/2018,3.3,3.3
207,"NueHealth Performance, LLC (17)","Developer, builder and manager of specialty surgical hospitals and ambulatory surgery centers",First lien senior secured loan ($2.0 par due 9/2023),8.25% (Libor + 7.25%/M),2/1/2020,2.0,2.0
208,"NueHealth Performance, LLC (17)","Developer, builder and manager of specialty surgical hospitals and ambulatory surgery centers",First lien senior secured loan ($12.4 par due 9/2023),8.25% (Libor + 7.25%/M),9/27/2018,12.4,12.4
209,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (17)",Behavioral health and special education platform provider,First lien senior secured revolving loan ($0.1 par due 9/2024),"8.50% (Libor + 5.50% Cash, 2.00% PIK/Q)",12/17/2020,0.1,0.1
210,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (17)",Behavioral health and special education platform provider,First lien senior secured revolving loan ($10.1 par due 9/2024),"8.50% (Libor + 5.50% Cash, 2.00% PIK/M)",9/24/2019,10.1,9.5
211,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (17)",Behavioral health and special education platform provider,First lien senior secured loan ($0.4 par due 9/2026),"8.50% (Libor + 5.50% Cash, 2.00% PIK/M)",12/31/2020,0.4,0.4
212,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (17)",Behavioral health and special education platform provider,First lien senior secured loan ($42.4 par due 9/2026),"8.50% (Libor + 5.50% Cash, 2.00% PIK/M)",9/24/2019,42.4,39.8
213,"Olympia Acquisition, Inc. and Olympia TopCo, L.P. (17)",Behavioral health and special education platform provider,"Class A common units (9,549,000 units)",0,9/24/2019,9.5,3.5
214,"OMH-HealthEdge Holdings, LLC","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured loan ($15.5 par due 10/2025),6.25% (Libor + 5.25%/Q),3/10/2021,15.5,15.5
215,"OMH-HealthEdge Holdings, LLC","Provider of financial, administrative and clinical software platforms to the healthcare industry",First lien senior secured loan ($26.3 par due 10/2025),6.25% (Libor + 5.25%/Q),10/24/2019,26.3,26.3
216,"OneSmile Intermediate, LLC",Dental services provider,Senior subordinated loan ($8.5 par due 10/2026),8.00% PIK,12/1/2020,8.5,7.4
217,"OSYS Holdings, LLC",Provider of technology-enabled solutions to pharmacies,Limited liability company membership interest (1.57%),0,11/21/2013,1.0,1.3
218,Pathway Vet Alliance LLC and Jedi Group Holdings LLC (17),Veterinary hospital operator,First lien senior secured revolving loan,0,3/31/2020,0.0,0.0
219,Pathway Vet Alliance LLC and Jedi Group Holdings LLC (17),Veterinary hospital operator,Second lien senior secured loan ($76.3 par due 3/2028),8.75% (Libor + 7.75%/M),3/31/2020,76.3,76.3
220,Pathway Vet Alliance LLC and Jedi Group Holdings LLC (17),Veterinary hospital operator,"Class R common units (6,004,768 units)",0,3/31/2020,6.0,10.8
221,"Performance Health Supply, Inc.",Distributor of rehabilitation supplies and equipment,Second lien senior secured loan ($89.9 par due 8/2023),12.75% PIK (Base rate + 9.50%/Q),9/2/2015,89.3,89.9
222,PhyMED Management LLC,Provider of anesthesia services,Second lien senior secured loan ($52.6 par due 9/2022),14.00% PIK (Base rate + 10.50%/Q),12/18/2015,52.4,52.6
223,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (17),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,First lien senior secured revolving loan ($12.0 par due 7/2023),3.41% (Libor + 3.25%/Q),7/10/2018,12.0,12.0
224,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (17),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,First lien senior secured loan ($8.7 par due 7/2025),3.65% (Libor + 3.50%/Q),7/10/2018,8.7,8.7
225,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (17),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,Second lien senior secured loan ($67.1 par due 7/2026),7.65% (Libor + 7.50%/Q),7/10/2018,66.7,67.1
226,Premise Health Holding Corp. and OMERS Bluejay Investment Holdings LP (17),Provider of employer-sponsored onsite health and wellness clinics and pharmacies,"Class A units (9,775 units)",0,7/10/2018,9.8,18.3
227,Project Ruby Ultimate Parent Corp.,Provider of care coordination and transition management software solutions,Second lien senior secured loan ($193.1 par due 3/2029),7.25% (Libor + 6.50%/M),3/10/2021,193.1,191.1
228,"Respicardia, Inc.",Developer of implantable therapies to improve cardiovascular health,"Warrant to purchase up to 99,094 shares of Series C preferred stock (expires 6/2022)",0,6/28/2012,0.0,0.0
229,"RTI Surgical, Inc. and Pioneer Surgical Technology, Inc. (17)","Manufacturer of biologic, metal and synthetic implants/devices",First lien senior secured revolving loan ($1.6 par due 7/2026),8.25% (Libor + 6.75%/M),7/20/2020,1.6,1.6
230,"RTI Surgical, Inc. and Pioneer Surgical Technology, Inc. (17)","Manufacturer of biologic, metal and synthetic implants/devices",First lien senior secured loan ($37.9 par due 7/2026),8.25% (Libor + 6.75%/Q),7/20/2020,37.9,37.9
231,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (17)",Outsourced anesthesia provider,First lien senior secured loan ($12.8 par due 3/2024),5.75% (Libor + 4.75%/Q),3/26/2018,12.8,10.6
232,"SiroMed Physician Services, Inc. and SiroMed Equity Holdings, LLC (17)",Outsourced anesthesia provider,"Common units (684,854 units)",0,3/26/2018,4.8,0.6
233,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (17)",Breast cancer screening provider,First lien senior secured loan ($3.2 par due 4/2028),5.50% (Libor + 4.75%/Q),4/15/2021,3.2,3.2
234,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (17)",Breast cancer screening provider,"Series A units (8,041 units)",0,8/1/2018,8.0,0.1
235,"SM Wellness Holdings, Inc. and SM Holdco, Inc. (17)",Breast cancer screening provider,"Series B units (804,142 units)",0,8/1/2018,0.0,8.2
236,"Symplr Software Inc. and Symplr Software Intermediate Holdings, Inc. (17)",SaaS based healthcare compliance platform provider,First lien senior secured revolving loan ($4.9 par due 12/2025),3.85% (Libor + 3.75%/M),12/22/2020,4.9,4.9
237,"Symplr Software Inc. and Symplr Software Intermediate Holdings, Inc. (17)",SaaS based healthcare compliance platform provider,First lien senior secured loan ($32.4 par due 12/2027),5.25% (Libor + 4.50%/Q),6/18/2021,32.4,32.4
238,"Symplr Software Inc. and Symplr Software Intermediate Holdings, Inc. (17)",SaaS based healthcare compliance platform provider,Second lien senior secured loan ($69.9 par due 12/2028),8.63% (Libor + 7.88%/Q),12/22/2020,69.9,69.9
239,"Symplr Software Inc. and Symplr Software Intermediate Holdings, Inc. (17)",SaaS based healthcare compliance platform provider,"Series C preferred shares (116,054 shares)",11.00% PIK,12/22/2020,120.7,120.7
240,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (17)",Franchisor of private-pay home care for the elderly,First lien senior secured loan ($15.3 par due 4/2024),6.75% (Libor + 5.75%/Q),4/2/2018,15.3,15.3
241,"Synergy HomeCare Franchising, LLC and NP/Synergy Holdings, LLC (17)",Franchisor of private-pay home care for the elderly,Common units (550 units),0,4/2/2018,0.5,0.9
242,"Teligent, Inc. (17)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($0.9 par due 12/2022),0,1/27/2021,0.9,0.5
243,"Teligent, Inc. (17)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($0.5 par due 12/2022),0,1/27/2021,0.5,0.3
244,"Teligent, Inc. (17)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products",Second lien senior secured loan ($77.4 par due 12/2022),0,12/13/2018,72.4,39.7
245,"Teligent, Inc. (17)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products","Series D preferred stock (77,725 shares)",0,1/27/2021,0.0,0.0
246,"Teligent, Inc. (17)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products","Warrant to purchase up to 122,548 shares of common stock (expires 7/2025)",0,7/20/2020,0.0,0.0
247,"Teligent, Inc. (17)","Pharmaceutical company that develops, manufactures and markets injectable pharmaceutical products","Warrant to purchase up to 490,492 shares of common stock (expires 4/2025)",0,4/6/2020,0.0,0.0
248,Therapy Brands Holdings LLC (17),Provider of software solutions for the mental and behavioral health market segments,Second lien senior secured loan ($20.5 par due 5/2029),7.50% (Libor + 6.75%/Q),6/2/2021,20.3,20.2
249,"Touchstone Acquisition, Inc. and Touchstone Holding, L.P.","Manufacturer of consumable products in the dental, medical, cosmetic and consumer/industrial end-markets",First lien senior secured loan ($36.2 par due 11/2025),4.85% (Libor + 4.75%/M),11/15/2018,36.2,36.2
250,"Touchstone Acquisition, Inc. and Touchstone Holding, L.P.","Manufacturer of consumable products in the dental, medical, cosmetic and consumer/industrial end-markets","Class A preferred units (2,149 units)",8.00% PIK,11/15/2018,2.6,2.7
251,"U.S. Anesthesia Partners, Inc.",Anesthesiology service provider,Second lien senior secured loan ($68.0 par due 6/2025),8.25% (Libor + 7.25%/Q),6/16/2017,67.5,68.0
252,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC",Operator of urgent care clinics,"Preferred units (7,696,613 units)",0,6/11/2015,7.7,0.0
253,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC",Operator of urgent care clinics,"Series A common units (2,000,000 units)",0,6/11/2015,2.0,0.0
254,"Urgent Cares of America Holdings I, LLC and FastMed Holdings I, LLC",Operator of urgent care clinics,"Series C common units (5,288,427 units)",0,6/11/2015,0.0,0.0
255,"Urology Management Associates, LLC and JWC/UMA Holdings, L.P.",Urology private practice,First lien senior secured loan ($9.3 par due 8/2024),6.00% (Libor + 5.00%/M),8/31/2018,9.2,9.3
256,"Urology Management Associates, LLC and JWC/UMA Holdings, L.P.",Urology private practice,Limited partnership interests (3.64% interest),0,8/31/2018,4.8,5.1
257,"Veterinary Practice Partners, LLC (17)",Veterinary hospital operator,First lien senior secured revolving loan,0,1/20/2021,0.0,0.0
258,"Veterinary Practice Partners, LLC (17)",Veterinary hospital operator,First lien senior secured loan ($26.9 par due 1/2027),7.00% (Libor + 6.00%/M),1/20/2021,26.9,26.6
259,WSHP FC Acquisition LLC (17),Provider of biospecimen products for pharma research,First lien senior secured revolving loan ($2.7 par due 3/2024),7.25% (Libor + 6.25%/Q),3/30/2018,2.7,2.7
260,WSHP FC Acquisition LLC (17),Provider of biospecimen products for pharma research,First lien senior secured loan ($33.6 par due 3/2024),7.25% (Libor + 6.25%/Q),3/30/2018,33.6,33.6
261,WSHP FC Acquisition LLC (17),Provider of biospecimen products for pharma research,First lien senior secured loan ($4.6 par due 3/2024),7.25% (Libor + 6.25%/Q),2/11/2019,4.6,4.6
262,WSHP FC Acquisition LLC (17),Provider of biospecimen products for pharma research,First lien senior secured loan ($8.6 par due 3/2024),7.25% (Libor + 6.25%/Q),8/30/2019,8.6,8.6
263,WSHP FC Acquisition LLC (17),Provider of biospecimen products for pharma research,First lien senior secured loan ($2.9 par due 3/2024),7.25% (Libor + 6.25%/Q),8/30/2019,2.9,2.9
264,WSHP FC Acquisition LLC (17),Provider of biospecimen products for pharma research,First lien senior secured loan ($10.9 par due 3/2024),7.25% (Libor + 6.25%/Q),10/31/2019,10.9,10.9
265,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (17),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,First lien senior secured revolving loan ($4.1 par due 5/2023),10.00% (Libor + 9.00%/Q),5/11/2018,4.1,3.9
266,Accommodations Plus Technologies LLC and Accommodations Plus Technologies Holdings LLC (17),Provider of outsourced crew accommodations and logistics management solutions to the airline industry,"Class A common units (236,358 units)",0,5/11/2018,4.3,4.3
267,Aero Operating LLC,Provider of snow removal and melting service for airports and marine terminals,First lien senior secured loan ($36.8 par due 2/2026),8.00% (Libor + 6.50%/M),2/7/2020,36.8,36.8
268,"AMCP Clean Intermediate, LLC (17)",Provider of janitorial and facilities management services,First lien senior secured revolving loan,0,10/1/2018,0.0,0.0
269,"AMCP Clean Intermediate, LLC (17)",Provider of janitorial and facilities management services,First lien senior secured loan ($1.4 par due 10/2024),7.25% (Libor + 6.25%/Q),7/31/2020,1.4,1.4
270,"AMCP Clean Intermediate, LLC (17)",Provider of janitorial and facilities management services,First lien senior secured loan ($0.7 par due 10/2024),7.25% (Libor + 6.25%/Q),10/1/2020,0.7,0.7
271,"AMCP Clean Intermediate, LLC (17)",Provider of janitorial and facilities management services,First lien senior secured loan ($8.7 par due 10/2024),7.25% (Libor + 6.25%/Q),12/14/2020,8.7,8.7
272,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (17)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan ($1.2 par due 11/2025),7.00% (Base Rate + 3.75%/Q),11/12/2020,1.2,1.2
273,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (17)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured loan ($0.3 par due 11/2027),5.75% (Libor + 4.75%/M),11/12/2020,0.3,0.3
274,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (17)",Outsourced supply chain solutions provider to operators of distribution centers,Second lien senior secured loan ($68.3 par due 11/2028),9.75% (Libor + 8.75%/M),11/12/2020,68.3,68.3
275,"Capstone Acquisition Holdings, Inc. and Capstone Parent Holdings, LP (17)",Outsourced supply chain solutions provider to operators of distribution centers,"Class A units (10,581 units)",0,11/12/2020,10.6,12.8
276,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (17)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured loan ($12.2 par due 3/2023),"8.50% (Libor + 3.00% Cash, 4.50% PIK/S)",3/10/2017,12.2,10.6
277,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (17)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,"Common units (2,950,000 units)",0,3/10/2017,3.0,0.8
278,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (17)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($6.1 par due 9/2022),4.66% (Libor + 4.50%/Q),9/23/2016,6.1,5.7
