,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
153,Brandtone Holdings Limited (9),Mobile communications and marketing services provider,First lien senior secured loan ($3.1 par due 2/2019),0,5/11/2015,2.9,0.0
154,Brandtone Holdings Limited (9),Mobile communications and marketing services provider,"Warrant to purchase up to 184,003 units of convertible preferred shares (expires 8/2026)",0,8/5/2016,0.0,0.0
155,"CallMiner, Inc.",Provider of cloud-based conversational analytics solutions,"Warrant to purchase up to 2,350,636 shares of Series 1 preferred stock (expires 7/2024)",0,7/23/2014,0.0,0.0
156,"Chesapeake Research Review, LLC and Schulman Associates Institutional Review Board, Inc. (23)",Provider of central institutional review boards over clinical trials,First lien senior secured loan ($30.7 par due 11/2023),8.05% (Libor + 5.75%/Q),11/7/2017,30.7,30.3
157,"Clearwater Analytics, LLC (23)","Provider of integrated cloud-based investment portfolio management, accounting, reporting and analytics software",First lien senior secured revolving loan ($0.9 par due 9/2022),6.87% (Libor + 5.00%/M),9/1/2016,0.9,0.9
158,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),0,9/11/2015,0.0,0.0
159,"Columbo Midco Limited, Columbo Bidco Limited and Columbo Topco Limited (8)(9)","Compliance, accounting and tax consulting services provider","Preferred stock (34,028,135 shares)",0,1/3/2017,2.3,22.5
160,"Columbo Midco Limited, Columbo Bidco Limited and Columbo Topco Limited (8)(9)","Compliance, accounting and tax consulting services provider","Preferred stock (17,653,253 shares)",0,1/3/2017,21.6,9.2
161,"Columbo Midco Limited, Columbo Bidco Limited and Columbo Topco Limited (8)(9)","Compliance, accounting and tax consulting services provider","Preferred stock (3,232,666 shares)",0,1/3/2017,4.0,4.9
162,Command Alkon Incorporated (23),Software solutions provider to the ready-mix concrete industry,First lien senior secured revolving loan ($1.5 par due 9/2022),8.75% (Base Rate + 4.00%/Q),9/1/2017,1.5,1.5
163,Command Alkon Incorporated (23),Software solutions provider to the ready-mix concrete industry,First lien senior secured loan ($25.5 par due 9/2023),6.66% (Libor + 5.00%/M),9/1/2017,25.5,25.5
164,Command Alkon Incorporated (23),Software solutions provider to the ready-mix concrete industry,Second lien senior secured loan ($33.8 par due 3/2024),11.01% (Libor + 9.00%/Q),9/1/2017,33.8,33.8
165,"Compusearch Software Systems, Inc.",Provider of enterprise software and services for organizations in the public sector,Second lien senior secured loan ($51.0 par due 11/2021),10.07% (Libor + 8.25%/Q),1/3/2017,51.0,51.0
166,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-1 common stock (4,132 units)",0,12/15/2014,2.3,2.8
167,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class B-1 common stock (4,132 units)",0,12/15/2014,0.5,0.6
168,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class C-1 common stock (4,132 units)",0,12/15/2014,0.3,0.4
169,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class A-2 common stock (4,132 units)",0,12/15/2014,0.0,0.0
170,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class B-2 common stock (4,132 units)",0,12/15/2014,0.0,0.0
171,"Compuware Parent, LLC",Web and mobile cloud performance testing and monitoring services provider,"Class C-2 common stock (4,132 units)",0,12/15/2014,0.0,0.0
172,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,First lien senior secured loan ($1.8 par due 4/2018),0,12/19/2014,1.3,0.2
173,"Directworks, Inc. and Co-Exprise Holdings, Inc.",Provider of cloud-based software solutions for direct materials sourcing and supplier management for manufacturers,"Warrant to purchase up to 1,875,000 shares of Series 1 preferred stock (expires 12/2024)",0,12/19/2014,0.0,0.0
174,Doxim Inc. (23),Enterprise content management provider,First lien senior secured loan ($10.2 par due 2/2024),8.30% (Libor + 6.00%/Q),2/28/2018,10.0,10.1
175,"DRB Holdings, LLC (23)",Provider of integrated technology solutions to car wash operators,First lien senior secured loan ($36.6 par due 10/2023),7.45% (Libor + 5.75%/S),10/6/2017,36.6,36.2
176,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (23)",Provider of legal process outsourcing and managed services,First lien senior secured revolving loan ($1.9 par due 9/2021),8.25% (Base Rate + 3.50%/Q),9/23/2016,1.9,1.9
177,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (23)",Provider of legal process outsourcing and managed services,"Class A common stock (7,500 shares)",0,8/19/2014,7.5,7.1
178,"DTI Holdco, Inc. and OPE DTI Holdings, Inc. (23)",Provider of legal process outsourcing and managed services,"Class B common stock (7,500 shares)",0,8/19/2014,0.0,0.0
179,"Emergency Communications Network, LLC (23)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($37.8 par due 6/2023),8.13% (Libor + 6.25%/M),6/1/2017,37.6,37.5
180,"Emergency Communications Network, LLC (23)",Provider of mission critical emergency mass notification solutions,First lien senior secured loan ($19.9 par due 6/2023),8.13% (Libor + 6.25%/M),6/1/2017,19.8,19.7
181,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (23)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($2.7 par due 5/2022),7.17% (CDOR + 5.50%/Q),5/8/2017,2.6,2.7
182,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (23)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($2.2 par due 5/2022),7.22% (CDOR + 5.50%/Q),5/8/2017,2.1,2.2
183,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (23)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($2.7 par due 5/2022),7.10% (CDOR + 5.50%/Q),5/8/2017,2.6,2.7
184,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (23)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($4.2 par due 5/2023),7.54% (Libor + 5.75%/Q),5/8/2017,4.2,4.2
185,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (23)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($26.1 par due 5/2023),7.54% (Libor + 5.75%/Q),5/8/2017,26.1,26.1
186,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (23)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($3.6 par due 5/2023),8.05% (Libor + 5.75%/Q),5/8/2017,3.6,3.6
187,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (23)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($22.3 par due 5/2023),8.05% (Libor + 5.75%/Q),5/8/2017,22.3,22.3
188,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (23)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($4.2 par due 5/2023),7.34% (Libor + 5.75%/S),5/8/2017,4.2,4.2
189,"Entertainment Partners, LLC and Entertainment Partners Canada Inc. (23)",Provider of entertainment workforce and production management solutions,First lien senior secured loan ($26.1 par due 5/2023),7.34% (Libor + 5.75%/S),5/8/2017,26.1,26.1
190,"First Insight, Inc.",Software company providing merchandising and pricing solutions to companies worldwide,"Warrant to purchase up to 122,827 units of Series C preferred stock (expires 3/2024)",0,3/20/2014,0.0,0.0
191,"Foundation Risk Partners, Corp. (23)",Full service independent insurance agency,First lien senior secured revolving loan ($4.3 par due 11/2023),6.45% (Libor + 4.75%/Q),11/10/2017,4.3,4.2
192,"Foundation Risk Partners, Corp. (23)",Full service independent insurance agency,First lien senior secured revolving loan ($1.8 par due 11/2023),6.60% (Libor + 4.75%/Q),11/10/2017,1.8,1.8
193,"Foundation Risk Partners, Corp. (23)",Full service independent insurance agency,First lien senior secured revolving loan ($4.0 par due 11/2023),6.78% (Libor + 4.75%/Q),11/10/2017,4.0,4.0
194,"Foundation Risk Partners, Corp. (23)",Full service independent insurance agency,First lien senior secured loan ($23.4 par due 11/2023),6.56% (Libor + 4.75%/Q),11/10/2017,23.4,23.2
195,"Foundation Risk Partners, Corp. (23)",Full service independent insurance agency,Second lien senior secured loan ($27.5 par due 11/2024),10.31% (Libor + 8.50%/Q),11/10/2017,27.5,27.2
196,"Graphpad Software, LLC (23)","Provider of data analysis, statistics, and visualization software solutions for scientific research applications",First lien senior secured loan ($8.7 par due 12/2023),8.30% (Libor + 6.00%/Q),12/21/2017,8.7,8.6
197,"GTCR-Ultra Acquisition, Inc. and GTCR-Ultra Holdings, LLC (23)",Provider of payment processing and merchant acquiring solutions,First lien senior secured loan ($8.9 par due 8/2024),8.30% (Libor + 6.00%/Q),8/1/2017,8.9,8.9
198,"GTCR-Ultra Acquisition, Inc. and GTCR-Ultra Holdings, LLC (23)",Provider of payment processing and merchant acquiring solutions,Class A-2 units (911 units),0,8/1/2017,0.9,1.0
199,"GTCR-Ultra Acquisition, Inc. and GTCR-Ultra Holdings, LLC (23)",Provider of payment processing and merchant acquiring solutions,"Class B units (2,878,372 units)",0,8/1/2017,0.0,0.0
200,"HAI Acquisition Corporation and Aloha Topco, LLC (23)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured revolving loan ($4.7 par due 11/2023),7.79% (Libor + 6.00%/Q),11/1/2017,4.7,4.7
201,"HAI Acquisition Corporation and Aloha Topco, LLC (23)","Professional employer organization offering human resources, compliance and risk management services",First lien senior secured loan ($81.2 par due 11/2024),7.79% (Libor + 6.00%/Q),11/1/2017,81.2,80.4
202,"HAI Acquisition Corporation and Aloha Topco, LLC (23)","Professional employer organization offering human resources, compliance and risk management services","Class A units (16,980 units)",0,11/1/2017,1.7,1.7
203,"Help/Systems Holdings, Inc. (23)",Provider of IT operations management and cybersecurity software,First lien senior secured revolving loan ($0.8 par due 3/2023),5.63% (Libor + 3.75%/M),3/29/2018,0.8,0.7
204,IfByPhone Inc.,Voice-based marketing automation software provider,"Warrant to purchase up to 124,300 shares of Series C preferred stock (expires 10/2022)",0,10/15/2012,0.1,0.1
205,"Implementation Management Assistance, LLC (23)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($5.4 par due 12/2023),6.30% (Libor + 4.00%/Q),12/13/2017,5.4,5.4
206,"Implementation Management Assistance, LLC (23)",Revenue cycle consulting firm to the healthcare industry,First lien senior secured loan ($8.0 par due 12/2023),6.30% (Libor + 4.00%/Q),12/13/2017,8.0,7.9
207,"Infogix, Inc. and Infogix Parent Corporation",Enterprise data analytics and integrity software solutions provider,First lien senior secured loan ($51.6 par due 12/2021),9.05% (Libor + 6.75%/Q),1/3/2017,51.6,51.6
208,"Infogix, Inc. and Infogix Parent Corporation",Enterprise data analytics and integrity software solutions provider,First lien senior secured loan ($34.9 par due 12/2021),9.05% (Libor + 6.75%/Q),1/3/2017,34.9,34.9
209,"Infogix, Inc. and Infogix Parent Corporation",Enterprise data analytics and integrity software solutions provider,"Series A preferred stock (2,475 shares)",0,1/3/2017,2.5,3.0
210,"Infogix, Inc. and Infogix Parent Corporation",Enterprise data analytics and integrity software solutions provider,"Common stock (1,297,768 shares)",0,1/3/2017,0.0,0.0
211,"Inmar, Inc.","Technology-driven solutions provider for retailers, wholesalers and manufacturers",Second lien senior secured loan ($28.3 par due 5/2025),9.88% (Libor + 8.00%/M),4/25/2017,27.9,28.3
212,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($5.9 par due 5/2022),4.76% (Libor + 3.00%/Q),3/14/2018,5.8,5.9
213,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($34.6 par due 5/2022),9.47% (Libor + 7.63%/M),5/31/2017,34.6,34.6
214,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($10.0 par due 5/2022),9.47% (Libor + 7.63%/M),5/31/2017,10.0,10.0
215,"InterVision Systems, LLC and InterVision Holdings, LLC","Provider of IT solutions, infrastructure and services for the cloud ecosystem","Class A membership units (1,000 units)",0,5/31/2017,1.0,1.3
216,"iParadigms Holdings, LLC",Anti-plagiarism software provider to the education market,Second lien senior secured loan ($37.5 par due 7/2022),9.55% (Libor + 7.25%/Q),1/3/2017,36.8,37.1
217,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (23)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($12.6 par due 8/2022),8.39% (Libor + 6.50%/M),12/18/2017,12.0,12.6
218,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (23)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($7.5 par due 8/2022),8.06% (Libor + 6.25%/M),6/15/2017,7.4,7.5
219,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (23)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($9.0 par due 8/2022),8.04% (Libor + 6.25%/M),9/15/2017,9.0,9.0
220,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (23)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($46.3 par due 8/2022),9.14% (Libor + 7.25%/M),8/4/2015,46.3,46.3
221,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (23)",Provider of SaaS-based software solutions to the insurance and financial services industry,First lien senior secured loan ($14.6 par due 8/2022),9.14% (Libor + 7.25%/M),8/4/2015,14.6,14.6
222,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (23)",Provider of SaaS-based software solutions to the insurance and financial services industry,"Preferred stock (1,100 shares)",0,8/4/2015,1.1,4.0
223,"iPipeline, Inc., Internet Pipeline, Inc., iPipeline Limited and iPipeline Holdings, Inc. (23)",Provider of SaaS-based software solutions to the insurance and financial services industry,"Common stock (668,781 shares)",0,8/4/2015,0.0,0.0
224,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($4.0 par due 3/2022),12.00% (Base Rate + 7.25%/Q),3/28/2017,4.0,4.0
225,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($18.7 par due 3/2022),12.00% (Base Rate + 7.25%/Q),3/28/2017,18.7,18.7
226,IQMS,Provider of enterprise resource planning and manufacturing execution software for small and midsized manufacturers,First lien senior secured loan ($15.0 par due 3/2022),12.00% (Base Rate + 7.25%/Q),3/28/2017,15.0,15.0
227,"Iron Bow Technologies, LLC",Provider and value added reseller of information technology products and solutions,Second lien senior secured loan ($10.0 par due 2/2021),"13.41% (Libor + 10.00% Cash, 1.75% PIK/M)",1/3/2017,10.0,10.0
228,"IronPlanet, Inc.",Online auction platform provider for used heavy equipment,"Warrant to purchase to up to 133,333 shares of Series C preferred stock (expires 9/2023)",0,9/23/2013,0.2,0.2
229,LLSC Holdings Corporation (dba Lawrence Merchandising Services) (8),Marketing services provider,"Series A preferred stock (9,000 shares)",0,1/3/2017,19.2,17.3
230,LLSC Holdings Corporation (dba Lawrence Merchandising Services) (8),Marketing services provider,"Common stock (1,000 shares)",0,1/3/2017,0.0,0.0
231,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,First lien senior secured loan ($4.3 par due 9/2018),"7.00% (EURIBOR + 3.50% Cash, 3.00% PIK/Q)",1/3/2017,3.7,4.3
232,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,Senior subordinated loan ($18.5 par due 9/2021),5.00% (EURIBOR + 4.50%/M),1/3/2017,11.0,13.0
233,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,"Preferred stock (19,500,000 shares)",0,1/3/2017,0.0,0.0
234,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,"Preferred stock (900,000 shares)",0,1/3/2017,0.0,0.0
235,Miles 33 (Finance) Limited (8)(9),Software provider to the regional media industry and magazines,"Common stock (600,000 shares)",0,1/3/2017,0.0,0.0
236,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,First lien senior secured revolving loan ($3.8 par due 12/2022),6.81% (Libor + 5.00%/Q),12/2/2016,3.8,3.8
237,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,First lien senior secured revolving loan ($2.7 par due 12/2022),6.74% (Libor + 5.00%/Q),12/2/2016,2.7,2.7
238,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($10.6 par due 12/2022),6.88% (Libor + 5.00%/M),4/6/2017,10.6,10.6
239,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($4.2 par due 12/2022),6.88% (Libor + 5.00%/M),8/22/2017,4.2,4.2
240,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($0.7 par due 12/2022),6.81% (Libor + 5.00%/M),8/22/2017,0.7,0.7
241,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,First lien senior secured loan ($16.6 par due 12/2022),6.88% (Libor + 5.00%/M),4/6/2017,16.5,16.6
242,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($16.6 par due 6/2023),11.13% (Libor + 9.25%/M),12/2/2016,16.6,16.6
243,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($15.4 par due 6/2023),11.13% (Libor + 9.25%/M),8/22/2017,15.4,15.4
244,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($2.5 par due 6/2023),11.06% (Libor + 9.25%/M),8/22/2017,2.5,2.5
245,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($4.7 par due 6/2023),11.13% (Libor + 9.25%/M),4/6/2017,4.7,4.7
246,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($9.2 par due 6/2023),11.13% (Libor + 9.25%/M),4/6/2017,9.2,9.2
247,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,Second lien senior secured loan ($90.0 par due 6/2023),11.13% (Libor + 9.25%/M),12/2/2016,89.4,90.0
248,"Ministry Brands, LLC and MB Parent HoldCo, L.P. (23)",Software and payment services provider to faith-based institutions,"Class A units (500,000 units)",0,12/2/2016,5.0,7.0
249,"MVL Group, Inc. (8)",Marketing research provider,"Common stock (560,716 shares)",0,4/1/2010,0.0,0.0
250,"NAS, LLC, Nationwide Marketing Group, LLC and Nationwide Administrative Services, Inc.","Buying and marketing services organization for appliance, furniture and consumer electronics dealers",Second lien senior secured loan ($31.1 par due 12/2021),10.69% (Libor + 9.00%/Q),6/1/2015,31.1,31.1
251,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",First lien senior secured loan ($12.7 par due 10/2022),6.88% (Libor + 5.00%/M),1/3/2017,12.2,11.9
252,"Novetta Solutions, LLC","Provider of advanced analytics solutions for the government, defense and commercial industries",Second lien senior secured loan ($31.0 par due 10/2023),10.38% (Libor + 8.50%/M),1/3/2017,28.4,27.0
253,Palermo Finance Corporation (23),"Provider of mission-critical integrated public safety software and services to local, state and federal agencies",First lien senior secured revolving loan,0,4/17/2017,0.0,0.0
254,Palermo Finance Corporation (23),"Provider of mission-critical integrated public safety software and services to local, state and federal agencies",First lien senior secured loan ($11.0 par due 4/2023),6.22% (Libor + 4.50%/Q),4/17/2017,10.9,11.0
255,Palermo Finance Corporation (23),"Provider of mission-critical integrated public safety software and services to local, state and federal agencies",Second lien senior secured loan ($54.3 par due 10/2023),10.22% (Libor + 8.50%/Q),4/17/2017,54.3,54.3
256,"Park Place Technologies, LLC (23)",Provides hardware maintenance and support services for IT data centers,First lien senior secured loan ($2.5 par due 3/2025),5.88% (Libor + 4.00%/M),3/29/2018,2.5,2.5
257,"PayNearMe, Inc.",Electronic cash payment system provider,"Warrant to purchase up to 195,726 shares of Series E preferred stock (expires 3/2023)",0,3/11/2016,0.2,0.0
258,"PDI TA Holdings, Inc. (23)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured revolving loan ($2.1 par due 8/2023),6.51% (Libor + 4.75%/Q),8/25/2017,2.1,2.1
259,"PDI TA Holdings, Inc. (23)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($3.0 par due 8/2023),6.61% (Libor + 4.75%/Q),8/25/2017,3.0,3.0
260,"PDI TA Holdings, Inc. (23)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($3.7 par due 8/2023),6.32% (Libor + 4.75%/Q),8/25/2017,3.7,3.7
261,"PDI TA Holdings, Inc. (23)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,First lien senior secured loan ($26.3 par due 8/2023),6.71% (Libor + 4.75%/Q),8/25/2017,26.3,26.3
262,"PDI TA Holdings, Inc. (23)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($8.2 par due 8/2024),10.32% (Libor + 8.75%/Q),8/25/2017,8.2,8.2
263,"PDI TA Holdings, Inc. (23)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($6.5 par due 8/2024),10.61% (Libor + 8.75%/Q),8/25/2017,6.5,6.5
264,"PDI TA Holdings, Inc. (23)",Provider of enterprise management software for the convenience retail and petroleum wholesale markets,Second lien senior secured loan ($66.8 par due 8/2024),10.71% (Libor + 8.75%/Q),8/25/2017,66.8,66.8
265,"PHL Investors, Inc., and PHL Holding Co. (8)",Mortgage services,Class A common stock (576 shares),0,7/31/2012,3.8,0.0
266,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($31.5 par due 1/2023),7.13% (Libor + 5.25%/M),1/27/2017,31.1,31.5
267,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($5.0 par due 1/2023),7.13% (Libor + 5.25%/M),1/27/2017,4.9,5.0
268,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,First lien senior secured loan ($5.1 par due 1/2023),7.13% (Libor + 5.25%/M),12/7/2017,5.1,5.1
269,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Second lien senior secured loan ($62.0 par due 7/2023),11.63% (Libor + 9.75%/M),1/27/2017,61.2,62.0
270,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,Class A common shares (990 shares),0,1/27/2017,1.0,1.1
271,"PHNTM Holdings, Inc. and Planview Parent, Inc.",Provider of project and portfolio management software,"Class B common shares (168,329 shares)",0,1/27/2017,0.0,0.2
272,Poplicus Incorporated,Business intelligence and market analytics platform for companies that sell to the public sector,"Warrant to purchase up to 2,402,991 shares of Series C preferred stock (expires 6/2025)",0,6/25/2015,0.1,0.0
273,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,Second lien senior secured loan ($30.0 par due 2/2023),10.88% (Libor + 9.00%/M),2/23/2015,29.8,30.0
274,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,Second lien senior secured loan ($50.0 par due 2/2023),10.88% (Libor + 9.00%/M),2/23/2015,49.6,50.0
275,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Class A common stock (1,697 shares)",0,2/23/2015,1.7,6.5
276,"PowerPlan, Inc. and Project Torque Ultimate Parent Corporation",Fixed asset financial management software provider,"Class B common stock (989,011 shares)",0,2/23/2015,0.0,0.1
277,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class A common shares (7,444 shares)",0,8/22/2016,7.4,6.7
278,"Project Alpha Intermediate Holding, Inc. and Qlik Parent, Inc.",Provider of data visualization software for data analytics,"Class B common shares (1,841,608 shares)",0,8/22/2016,0.1,0.1
279,R2 Acquisition Corp.,Marketing services,"Common stock (250,000 shares)",0,5/29/2007,0.3,0.3
280,SCM Insurance Services Inc. (9)(23),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured revolving loan ($1.4 par due 8/2022),7.45% (CDOR + 4.00%/Q),8/29/2017,1.4,1.4
281,SCM Insurance Services Inc. (9)(23),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured loan ($20.8 par due 8/2024),6.62% (CDOR + 5.00%/M),8/29/2017,21.4,20.6
282,SCM Insurance Services Inc. (9)(23),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",Second lien senior secured loan ($58.8 par due 3/2025),10.62% (CDOR + 9.00%/M),8/29/2017,60.5,58.3
283,Shift PPC LLC (23),Digital solutions provider,First lien senior secured loan ($1.7 par due 12/2021),7.88% (Libor + 6.00%/M),12/22/2016,1.7,1.7
284,Shift PPC LLC (23),Digital solutions provider,First lien senior secured loan ($3.3 par due 12/2021),8.30% (Libor + 6.00%/Q),12/22/2016,3.3,3.3
285,Shift PPC LLC (23),Digital solutions provider,First lien senior secured loan ($5.0 par due 12/2021),7.84% (Libor + 6.00%/M),12/22/2016,5.0,5.0
286,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (23)",Quality management software provider,Second lien senior secured loan ($20.0 par due 8/2025),10.14% (Libor + 8.25%/Q),8/21/2017,19.6,20.0
287,"Sparta Systems, Inc., Project Silverback Holdings Corp. and Silverback Holdings, Inc. (23)",Quality management software provider,"Series B preferred shares (10,084 shares)",0,8/21/2017,1.1,1.1
288,Syntax USA Acquisition Corporation (23),Provider of cloud ERP hosting and consulting services for Oracle users,First lien senior secured revolving loan ($1.3 par due 4/2021),5.94% (Libor + 4.25%/M),2/8/2018,1.3,1.2
289,"Talari Networks, Inc.",Networking equipment provider,First lien senior secured loan ($6.0 par due 10/2019),11.29% (Libor + 9.50%/M),8/3/2015,6.0,6.3
290,"Talari Networks, Inc.",Networking equipment provider,"Warrant to purchase up to 421,052 shares of Series D-1 preferred stock (expires 8/2022)",0,8/3/2015,0.1,0.1
291,"The Gordian Group, Inc. (23)",Construction software and service provider,First lien senior secured loan ($8.9 par due 7/2019),6.24% (Libor + 4.50%/Q),1/3/2017,8.8,8.9
292,"The Gordian Group, Inc. (23)",Construction software and service provider,First lien senior secured loan ($3.4 par due 7/2019),6.24% (Libor + 4.50%/Q),1/3/2017,3.3,3.4
293,"The Gordian Group, Inc. (23)",Construction software and service provider,First lien senior secured loan ($7.4 par due 7/2019),6.44% (Libor + 4.50%/Q),1/3/2017,7.3,7.4
294,"The Gordian Group, Inc. (23)",Construction software and service provider,First lien senior secured loan ($2.8 par due 7/2019),6.44% (Libor + 4.50%/Q),1/3/2017,2.8,2.8
295,"The Gordian Group, Inc. (23)",Construction software and service provider,First lien senior secured loan ($8.4 par due 7/2019),6.72% (Libor + 4.50%/Q),1/3/2017,8.3,8.4
296,"The Gordian Group, Inc. (23)",Construction software and service provider,First lien senior secured loan ($3.2 par due 7/2019),6.72% (Libor + 4.50%/Q),1/3/2017,3.1,3.2
297,"UL Holding Co., LLC (7)",Provider of collection and landfill avoidance solutions for food waste and unsold food products,Senior subordinated loan ($2.9 par due 5/2020),10.00% PIK,4/30/2012,0.9,2.9
